LossBefore,Time,StdReturn,MeanKL,Perplexity,LossAfter,AverageReturn,NumTrajs,MaxKL,ExplainedVariance,MinReturn,AveragePolicyStd,TotalExecTime,ItrTime,MaxReturn,Entropy
-0.0162072,34.585936307907104,1783.05215852,0.00505616,15.613,-0.0213522,535.0,20,0.0459486,0.375244878671,0.0,0.956152,34.19266867637634,34.58594226837158,8100.0,2.7481
-0.0125391,68.82712268829346,3241.64695795,0.0210947,15.362,-0.0219387,1315.0,20,0.169597,0.576527213692,0.0,0.948432,33.92693042755127,34.23616003990173,10500.0,2.7319
-0.000679927,101.54250073432922,4881.64675084,0.0036919,15.266,-0.00351527,1955.0,20,0.0494172,0.738878533138,0.0,0.945459,32.53894853591919,32.69393754005432,17000.0,2.72563
-0.00089376,135.2352752685547,10444.2041344,0.0239354,15.2608,-0.00974196,7760.0,20,0.168773,0.745907272272,0.0,0.945286,33.34898257255554,33.64867329597473,29400.0,2.72529
-0.00312015,167.89153361320496,6513.62226415,0.0231018,15.254,-0.0150333,2965.0,20,0.190806,0.667451326384,0.0,0.945062,32.43305325508118,32.64849376678467,21000.0,2.72484
0.00281276,200.88599371910095,9623.57002365,0.0311565,15.2302,-0.00719147,6630.0,20,0.203249,0.758898515287,0.0,0.944315,32.644617795944214,32.95823431015015,26300.0,2.72328
-0.00343665,235.34359765052795,1569.20361967,0.00590182,15.2516,-0.00743914,360.0,20,0.0759405,0.733024510875,0.0,0.944982,34.263676404953,34.43286395072937,7200.0,2.72469
