MaxKL,ExplainedVariance,LossAfter,Perplexity,Time,MaxReturn,TotalExecTime,MeanKL,MinReturn,LossBefore,AveragePolicyStd,AverageReturn,NumTrajs,ItrTime,StdReturn,Entropy
0.152685,0.153327538535,0.00704049,17.1557,10.708963871002197,1200.0,10.630096197128296,0.0322825,0.0,0.0167794,1.00326,60.0,20,10.70896601676941,261.533936612,2.84233
0.139374,0.361599622215,-0.0173632,17.446,21.39840340614319,900.0,10.572143077850342,0.0209931,0.0,-0.00594632,1.01197,75.0,20,10.685887336730957,211.837201643,2.85911
0.0346684,0.65407485122,-0.0217969,17.3942,31.63521671295166,3500.0,10.186126708984375,0.00542457,0.0,-0.018074,1.01058,280.0,20,10.232961654663086,868.677155219,2.85614
0.0,1,-0.0,17.2377,42.26047420501709,0.0,10.57919692993164,0.0,0.0,-0.0,1.00623,0.0,20,10.618568181991577,0.0,2.8471
0.0,1,-0.0,17.2377,52.933029651641846,0.0,10.615040302276611,0.0,0.0,-0.0,1.00623,0.0,20,10.668732166290283,0.0,2.8471
0.0437061,0.6070900797,0.00193781,17.2377,63.58133602142334,2800.0,10.588163375854492,0.00769592,0.0,0.00624729,1.00623,140.0,20,10.640849590301514,610.245852096,2.8471
0.0378658,0.444981296834,-0.0196204,17.2916,74.08835554122925,6100.0,10.461694717407227,0.00570387,0.0,-0.0145195,1.00794,365.0,20,10.498853206634521,1341.37056774,2.85022
