MinReturn,ItrTime,MaxReturn,Perplexity,AverageReturn,LossAfter,StdReturn,MeanKL,ExplainedVariance,TotalExecTime,Entropy,AveragePolicyStd,Time,LossBefore,MaxKL,NumTrajs
3300.0,5.750634670257568,12800.0,15.4937,9035.0,-0.0713091,2578.23098267,0.379825,0.410182058967,5.688293933868408,2.74043,0.95435,5.750633001327515,-0.00267361,1.69248,20
0.0,5.905529499053955,22000.0,15.4523,14730.0,0.00729843,9649.35749156,0.00495939,0.803030272257,5.84578800201416,2.73776,0.952894,11.658915519714355,0.010694,0.028134,20
0.0,5.963127613067627,22100.0,15.5352,17025.0,0.00198105,8521.61223009,0.019506,0.812136751301,5.938668251037598,2.74311,0.955294,17.630006313323975,0.00846774,0.176299,20
0.0,5.591220378875732,22200.0,15.6011,20255.0,-0.0154527,4686.84062029,0.0348328,0.86839653144,5.545449256896973,2.74734,0.957465,23.223941802978516,-0.00862789,0.193943,20
0.0,5.73190975189209,22500.0,15.5339,19890.0,-0.00214765,4677.70242747,0.0251725,0.861304273476,5.703484773635864,2.74303,0.955488,28.976644039154053,0.00547968,0.148752,20
17600.0,5.86534309387207,22300.0,15.5765,20270.0,-0.00852287,1376.26305625,0.142106,0.945747771115,5.824528694152832,2.74577,0.956712,34.84681034088135,0.00741832,0.524989,20
19700.0,5.888588190078735,22500.0,15.6344,21600.0,-0.0125135,617.25197448,0.0117507,0.988325672528,5.833304166793823,2.74948,0.958827,40.73988699913025,-0.00760331,0.0386963,20
