MeanKL,ExplainedVariance,ItrTime,TotalExecTime,AverageReturn,Perplexity,AveragePolicyStd,NumTrajs,LossBefore,Time,Entropy,MaxReturn,LossAfter,StdReturn,MaxKL,MinReturn
0.133791,0.205695544423,4.852546215057373,4.79688024520874,165.0,15.4937,0.95435,20,0.01745,4.85254168510437,2.74043,700.0,-0.0114016,165.151445649,0.873841,0.0
0.145286,0.142394698703,5.14961051940918,5.068143606185913,4200.0,15.7664,0.962555,20,-0.0103763,10.006283044815063,2.75788,11600.0,-0.0611722,2687.00576851,0.491891,600.0
0.0211678,0.906955854954,4.764251470565796,4.727282524108887,18305.0,15.6848,0.960195,20,-0.00256513,14.774620771408081,2.75269,20400.0,-0.0126787,1444.1173775,0.145112,15500.0
0.0324154,0.957376868186,4.670490980148315,4.624179363250732,18885.0,15.6647,0.9596,20,-0.0191024,19.44882035255432,2.75141,20400.0,-0.0266868,957.744746788,0.10118,16800.0
0.262969,0.88986545255,4.803819894790649,4.775949954986572,16865.0,15.5158,0.955321,20,-0.0187786,24.26048994064331,2.74186,19400.0,-0.0708822,1525.54088769,1.11045,13500.0
0.16434,0.758260008224,4.773327350616455,4.734500169754028,14875.0,15.3708,0.950847,20,-0.0341427,29.041081428527832,2.73247,18500.0,-0.0788764,1933.61707688,0.512998,11500.0
0.107066,0.92980229142,4.8039140701293945,4.7500951290130615,18820.0,15.1107,0.942697,20,-0.0455947,33.84994888305664,2.7154,20800.0,-0.0674406,1661.20438237,0.312158,14500.0
