AveragePolicyStd,MaxReturn,ItrTime,MinReturn,NumTrajs,ExplainedVariance,AverageReturn,Entropy,Time,LossBefore,MeanKL,TotalExecTime,MaxKL,StdReturn,LossAfter,Perplexity
1.12957,1400.0,19.76399803161621,0.0,20,0.413268511331,195.0,3.08155,19.76399564743042,-0.00922992,0.020636,19.644979238510132,2.50883,405.555175038,-0.0128063,21.7921
1.12438,2600.0,17.558350563049316,0.0,20,0.337891415563,475.0,3.07232,37.32781791687012,0.000111818,0.00162759,17.483843088150024,0.395751,776.450255973,-0.00149704,21.5919
1.12442,2400.0,19.893984079360962,0.0,20,0.335064454442,620.0,3.07237,57.227580547332764,0.0032719,0.00405292,19.827836513519287,0.157462,784.601809837,0.0008977,21.5931
1.12537,1100.0,21.713788270950317,0.0,20,0.344651560596,150.0,3.07401,78.94588971138,-0.00827003,0.00120226,21.589482307434082,0.209953,313.84709653,-0.0105375,21.6285
1.12306,2100.0,19.377917289733887,0.0,20,0.362110274154,440.0,3.06988,98.32752847671509,0.00145556,0.00316716,19.256368160247803,0.383464,724.154679609,-0.00150658,21.5392
1.12343,4800.0,17.746601819992065,0.0,20,0.387072956718,520.0,3.0706,116.08418560028076,0.00366201,0.00867935,17.591723918914795,0.779026,1126.32144612,-0.000938511,21.5549
1.12447,700.0,18.14998698234558,0.0,20,0.372110293386,120.0,3.07243,134.23717880249023,0.00160034,0.00124954,18.05545449256897,0.0297376,222.710574513,-0.000272321,21.5944
