Entropy,MeanKL,Perplexity,MinReturn,MaxKL,StdReturn,ExplainedVariance,LossAfter,MaxReturn,NumTrajs,AverageReturn,LossBefore,ItrTime,AveragePolicyStd,TotalExecTime,Time
2.7481,0.046575,15.613,0.0,0.428164,525.452186217,0.352097703876,-0.0270839,2100.0,20,170.0,-0.00809629,23.702874898910522,0.956152,23.534605741500854,23.702869415283203
2.74001,0.00673219,15.4871,0.0,0.0416033,4156.13702854,0.64478014285,-0.000269835,16600.0,20,1345.0,0.00518858,23.54044771194458,0.952324,23.412286281585693,47.250601291656494
2.7426,0.00198751,15.5273,0.0,0.0103906,12928.7083655,0.685202026567,-0.00911923,38400.0,20,10450.0,-0.00656426,23.49446725845337,0.953516,23.3981454372406,70.7498209476471
2.73932,0.0163563,15.4764,0.0,0.104695,15163.207939,0.756789846272,-0.0104915,34800.0,20,12275.0,-0.0045354,22.972654104232788,0.951936,22.923287630081177,93.74164962768555
2.73705,0.0105522,15.4414,0.0,0.0302668,14983.9614255,0.817567855363,-0.0185381,37000.0,20,13270.0,-0.0130141,24.086613178253174,0.950848,23.894402027130127,117.84090304374695
2.73054,0.00115201,15.3412,0.0,0.0028962,16705.2117616,0.858383031366,0.00271551,47200.0,20,8430.0,0.00370991,22.910926342010498,0.947773,22.859800815582275,140.76500725746155
2.7324,0.00164863,15.3697,0.0,0.0147832,18988.3457679,0.836436420665,-0.015974,44800.0,20,17065.0,-0.0138179,23.983225345611572,0.948649,23.811416387557983,164.75374627113342
