AveragePolicyStd,NumTrajs,Time,LossAfter,ItrTime,Perplexity,MinReturn,LossBefore,TotalExecTime,MeanKL,MaxReturn,AverageReturn,ExplainedVariance,Entropy,MaxKL,StdReturn
0.876188,40,5.965830564498901,-0.064146,5.965837001800537,13.0899,0.0,0.00433509,5.916291236877441,0.465761,200.0,15.0,0.0455296510197,2.57184,12.7582,42.1307488659
0.878648,40,12.039175510406494,-0.0265085,6.0684874057769775,13.1467,0.0,0.0100924,6.022068738937378,0.123868,1000.0,262.5,0.147741737371,2.57617,4.3694,269.895813232
0.881226,40,17.691193103790283,-0.0400454,5.647958755493164,13.2132,0.0,0.000386687,5.601569652557373,0.0976463,2400.0,995.0,0.334057287347,2.58122,5.65833,585.640674817
0.881044,40,23.587378978729248,-0.0717734,5.874283075332642,13.2158,400.0,-0.044325,5.824304819107056,0.106061,3200.0,1482.5,0.399558662001,2.58141,12.4687,644.549261112
0.871582,40,29.013951778411865,-0.0178386,5.416892051696777,12.9261,0.0,0.0064333,5.325430870056152,0.0990573,3300.0,1677.5,0.417118902366,2.55925,86.9263,807.925584445
0.873243,40,34.257336139678955,-0.0774994,5.241050481796265,12.9678,0.0,-0.0268339,5.196298360824585,0.1975,4300.0,1365.0,0.391389815599,2.56247,10.0279,1053.4585896
0.867551,40,40.348496198654175,-0.0588664,6.087496519088745,12.7949,600.0,0.00447869,5.994629859924316,0.231399,3500.0,1845.0,0.463967540945,2.54905,8.00086,693.523611711
