LossAfter,AverageReturn,Time,MinReturn,MeanKL,Entropy,TotalExecTime,NumTrajs,Perplexity,ExplainedVariance,ItrTime,LossBefore,AveragePolicyStd,StdReturn,MaxReturn,MaxKL
-0.25888,4170.0,4.774513483047485,2100.0,1.5423,2.40341,4.710446119308472,40,11.0609,0.755961441191,4.774518728256226,-0.0503015,0.805297,891.122887149,5900.0,24.7314
0.0140481,1100.0,9.434504747390747,0.0,0.0952676,2.35311,4.609785079956055,40,10.5182,0.470770208474,4.657315254211426,0.0549077,0.78528,1038.50854594,3900.0,0.691168
-0.0678937,3557.5,14.127675294876099,700.0,0.206386,2.38056,4.632833003997803,40,10.811,0.677546785326,4.6905457973480225,-0.00160617,0.795997,1829.46542739,7100.0,0.935979
-0.061863,6197.5,18.83835482597351,2700.0,0.0266557,2.37976,4.65882682800293,40,10.8023,0.877408162994,4.700678825378418,-0.0449949,0.795571,1149.01860298,7700.0,1.36982
-0.0730597,5940.0,23.55928635597229,3800.0,0.0462074,2.35726,4.686978578567505,40,10.562,0.891526334472,4.717050552368164,-0.0495215,0.78674,805.543294926,7400.0,0.419895
-0.0806225,6487.5,28.173335075378418,3400.0,0.0388025,2.3325,4.55895733833313,40,10.3037,0.9061775241,4.6082634925842285,-0.059294,0.776894,850.05514527,7900.0,0.440762
-0.112,6512.5,34.15320134162903,3100.0,0.0895189,2.30286,5.906037092208862,40,10.0027,0.893319622534,5.973623275756836,-0.0782441,0.765402,1106.6136408,7900.0,1.85478
