Perplexity,NumTrajs,LossAfter,Time,LossBefore,MeanKL,AverageReturn,MaxKL,MaxReturn,Entropy,TotalExecTime,AveragePolicyStd,MinReturn,ExplainedVariance,ItrTime,StdReturn
21.7921,20,-0.00842377,18.493201732635498,0.00594709,0.0474297,640.0,12.4029,1900.0,3.08155,18.38612961769104,1.12957,0.0,0.345077163714,18.493205785751343,620.805927807
21.9221,20,-0.00405488,36.65461015701294,5.87832e-05,0.00987703,725.0,0.172444,3100.0,3.0875,18.048434257507324,1.13293,0.0,0.355542466759,18.157529592514038,921.886652469
21.9227,20,0.00267674,56.61194634437561,0.00431797,0.0016637,955.0,0.341868,4900.0,3.08752,19.84580707550049,1.13296,0.0,0.358472456065,19.946743726730347,1262.72522743
21.9701,20,0.0035684,76.55808424949646,0.00556967,0.0020781,905.0,0.110536,3800.0,3.08968,19.77640390396118,1.13419,0.0,0.420552790142,19.92133903503418,956.281862214
22.0314,20,-0.00254089,98.7163519859314,0.00146696,0.00578292,760.0,0.403909,3200.0,3.09247,22.01264762878418,1.13576,0.0,0.364241853669,22.149710655212402,869.712596206
22.0476,20,-0.014714,118.2031307220459,-0.0080822,0.0158224,1450.0,0.577929,6400.0,3.0932,19.377548933029175,1.13618,0.0,0.441471766813,19.46500515937805,1425.65774294
21.9586,20,-0.00750878,140.75399708747864,-0.00499459,0.00301102,1410.0,0.545568,3400.0,3.08916,22.48003315925598,1.13388,0.0,0.334349590631,22.547116994857788,1089.90825302
