Perplexity,AverageReturn,NumTrajs,MeanKL,LossBefore,LossAfter,MaxReturn,Entropy,MinReturn,ExplainedVariance,StdReturn,Time,MaxKL,AveragePolicyStd,TotalExecTime,ItrTime
5.67789,4192.5,40,3.9741,-0.014373,-0.354573,6600.0,1.73658,2400.0,0.729028529641,871.890904873,6.256328821182251,10.4854,0.58088,6.183136701583862,6.256330251693726
5.59686,7147.5,40,0.0235696,-0.0352488,-0.0498195,7800.0,1.72221,1900.0,0.91769999816,894.703163066,12.462220430374146,0.227314,0.576944,6.116889715194702,6.2033562660217285
5.49909,7280.0,40,0.0110455,-0.0434679,-0.055268,8000.0,1.70458,6800.0,0.989555240689,265.706605112,18.585017442703247,0.0653591,0.571319,6.041692018508911,6.116663217544556
5.38086,7372.5,40,0.225958,0.00420365,-0.0416748,7800.0,1.68285,6900.0,0.99294944786,220.212965104,24.619478225708008,1.15945,0.564611,5.968350648880005,6.029608726501465
5.39218,7317.5,40,0.06418,-0.0391684,-0.0632246,7900.0,1.68495,6300.0,0.980316255428,384.634566829,31.281744241714478,0.179094,0.564742,6.580496788024902,6.6560773849487305
5.2876,7430.0,40,0.0215581,-0.0273063,-0.042052,8100.0,1.66537,6900.0,0.991092211339,292.574776767,37.93527579307556,0.272,0.55849,6.543211460113525,6.645106554031372
5.2159,7572.5,40,0.085964,-0.0289144,-0.0538856,8000.0,1.65171,6600.0,0.991913058123,257.86382065,43.92656636238098,0.497301,0.554517,5.877660512924194,5.981675148010254
