MeanKL,MaxKL,NumTrajs,LossBefore,AverageReturn,MaxReturn,StdReturn,Perplexity,ExplainedVariance,AveragePolicyStd,ItrTime,LossAfter,Entropy,Time,TotalExecTime,MinReturn
0.0211652,1.94122,20,-0.00114701,245.0,2100.0,509.386886364,21.7921,0.271266188027,1.12957,12.293329954147339,-0.00509332,3.08155,12.29332423210144,12.223006963729858,0.0
0.00263325,0.354832,20,-0.00419772,75.0,600.0,169.92645468,21.7671,0.342462681275,1.12892,12.576980590820312,-0.006578,3.0804,24.874942541122437,12.469810247421265,0.0
0.0318246,3.85948,20,0.0243538,145.0,1000.0,259.759504157,21.7215,0.403968967321,1.12774,10.679721355438232,0.0235516,3.0783,35.56434082984924,10.608778238296509,0.0
0.00585201,0.544146,20,-0.011691,440.0,2800.0,747.261667691,21.9876,0.401362679833,1.13463,10.127301692962646,-0.0137871,3.09048,45.69585728645325,10.073322057723999,0.0
0.000896269,0.0183137,20,-0.000181742,210.0,1100.0,350.570962859,21.8595,0.318930915846,1.13132,12.41489052772522,-0.00201808,3.08463,58.11841797828674,12.355555057525635,0.0
0.00417791,0.212437,20,-0.0122835,145.0,1200.0,295.761728423,21.8575,0.348660747486,1.13127,12.96262001991272,-0.0154878,3.08454,71.08631134033203,12.895255327224731,0.0
0.00554817,0.624927,20,-0.0101,245.0,1800.0,453.293503152,21.7236,0.304638233026,1.12781,11.612912893295288,-0.0144334,3.0784,82.71107053756714,11.568099021911621,0.0
