AveragePolicyStd,Entropy,Time,StdReturn,Perplexity,MaxReturn,LossBefore,AverageReturn,ItrTime,MaxKL,NumTrajs,MinReturn,TotalExecTime,LossAfter,ExplainedVariance,MeanKL
0.58088,1.73658,6.326591968536377,225.707221861,5.67789,700.0,-0.00151119,157.5,6.3265979290008545,3.35906,40,0.0,6.244522333145142,-0.0608854,0.238509758171,0.320558
0.581726,1.73507,12.504240274429321,342.600350263,5.66931,1800.0,0.0268608,825.0,6.172733783721924,1.15311,40,300.0,6.07821798324585,-0.0487187,0.539808029513,0.342803
0.58627,1.7485,19.90247368812561,939.517828463,5.74597,6500.0,0.00413296,4707.5,7.393941640853882,2.56252,40,2500.0,7.34623122215271,-0.169039,0.760049928902,0.831039
0.586627,1.75056,25.696805715560913,178.815547422,5.75785,8100.0,-0.0329313,7755.0,5.788571357727051,0.184077,40,7200.0,5.677656888961792,-0.0553901,0.99608162559,0.0364085
0.581675,1.7341,31.784268617630005,205.91260282,5.66382,8200.0,-0.0156496,7810.0,6.077249050140381,0.116503,40,7400.0,6.017414808273315,-0.0282391,0.995559510207,0.0346262
0.579354,1.72627,37.913270711898804,770.677461718,5.61968,8200.0,-0.01491,7757.5,6.116740703582764,0.344277,40,3100.0,6.04444146156311,-0.0305143,0.967224834753,0.0231201
0.577033,1.71882,44.92218995094299,175.712833908,5.57794,8200.0,-0.000666486,7875.0,7.004424333572388,1.05088,40,7400.0,6.978707551956177,-0.0516704,0.996280547155,0.117517
