AverageReturn,ExplainedVariance,MeanKL,Perplexity,MaxReturn,MaxKL,LossAfter,Time,ItrTime,TotalExecTime,AveragePolicyStd,NumTrajs,MinReturn,Entropy,StdReturn,LossBefore
14690.0,0.627837092256,0.796922,14.777,21700.0,3.01636,-0.107034,10.014122009277344,10.014126062393188,9.894356727600098,0.930467,20,8400.0,2.69307,3218.6798536,-0.0120983
12910.0,0.556859663264,0.161448,14.5993,18800.0,1.04954,-0.0632516,19.754756927490234,9.736862659454346,9.640906810760498,0.924815,20,0.0,2.68098,4457.67876815,-0.023683
20900.0,0.980636222561,0.0506628,14.4275,21800.0,0.952225,-0.0192986,29.70203948020935,9.944416522979736,9.87479829788208,0.919436,20,19500.0,2.66913,676.017751246,-0.00809095
21360.0,0.988358089027,0.0374492,14.3692,22000.0,0.911763,-0.0144363,39.39983868598938,9.694021224975586,9.651378154754639,0.917597,20,20200.0,2.66509,458.693797647,-0.000635756
21085.0,0.97529077759,0.0119164,14.3646,22100.0,0.14206,-0.0403755,49.16955494880676,9.760095119476318,9.720759630203247,0.9176,20,18400.0,2.66477,925.891462322,-0.0334413
21460.0,0.983072476019,0.0311015,14.1265,22100.0,0.348899,-0.0134711,58.861071825027466,9.675155401229858,9.625134706497192,0.909949,20,19900.0,2.64805,534.228415568,-0.00240635
21175.0,0.985050367481,0.0164581,14.1095,21800.0,0.28982,-0.0242952,68.75191402435303,9.879393577575684,9.81023645401001,0.909454,20,19100.0,2.64685,577.819175867,-0.0164611
