AveragePolicyStd,MeanKL,ExplainedVariance,Time,NumTrajs,LossAfter,MaxKL,LossBefore,MaxReturn,AverageReturn,TotalExecTime,ItrTime,Entropy,StdReturn,MinReturn,Perplexity
1.00568,0.00142661,0.145515237228,15.926905632019043,20,0.00506463,0.0158796,0.00748918,100.0,5.0,15.645055055618286,15.926913738250732,2.849,21.7944947177,0.0,17.2706
1.00941,0.0,1,32.85493612289429,20,-0.0,0.0,-0.0,0.0,0.0,16.59908151626587,16.9090735912323,2.85649,0.0,0.0,17.4004
1.00941,0.0,1,49.99634909629822,20,-0.0,0.0,-0.0,0.0,0.0,16.932416915893555,17.129490852355957,2.85649,0.0,0.0,17.4004
1.00941,0.0,1,67.06132864952087,20,-0.0,0.0,-0.0,0.0,0.0,16.867933988571167,17.044256448745728,2.85649,0.0,0.0,17.4004
1.00941,0.0,1,83.93095660209656,20,-0.0,0.0,-0.0,0.0,0.0,16.66190791130066,16.824070692062378,2.85649,0.0,0.0,17.4004
1.00941,0.00330944,0.121779387969,100.54395747184753,20,-0.0163096,0.303712,-0.0138988,900.0,45.0,16.397695779800415,16.584538221359253,2.85649,196.150452459,0.0,17.4004
1.00587,0.000169727,0.0597397451948,117.52309107780457,20,-0.014804,0.0013941,-0.0141144,200.0,10.0,16.791239023208618,16.963378190994263,2.84954,43.5889894354,0.0,17.2799
