Perplexity,TotalExecTime,Time,StdReturn,MinReturn,AverageReturn,MaxKL,MeanKL,LossAfter,NumTrajs,AveragePolicyStd,Entropy,MaxReturn,ItrTime,LossBefore,ExplainedVariance
17.0795,12.496801853179932,12.773548364639282,21.7944947177,0.0,5.0,205.115,4.29179,0.265969,20,1.0,2.83788,100.0,12.773555040359497,-0.00130584,0.191572664489
17.0572,16.687150716781616,29.707509994506836,0.0,0.0,0.0,0.0,0.0,-0.0,20,0.999373,2.83657,0.0,16.920814037322998,-0.0,1
17.0572,15.715965509414673,45.57617664337158,87.1779788708,0.0,20.0,433.599,3.3181,1.18778,20,0.999373,2.83657,400.0,15.854603052139282,0.00773643,0.0477687485934
17.1233,16.275310754776,62.016887187957764,65.3834841531,0.0,15.0,7.30153,0.0887602,-0.0203514,20,1.00132,2.84044,300.0,16.418965339660645,-0.0147157,0.205177827543
16.9978,16.33595299720764,78.6566092967987,217.944947177,0.0,50.0,139.548,3.75335,0.32066,20,0.997629,2.83308,1000.0,16.575115442276,0.00494021,0.189921304683
17.0398,18.345194339752197,97.21664214134216,326.917420766,0.0,75.0,225.91,3.92046,-0.127459,20,0.998878,2.83555,1500.0,18.55470085144043,0.00706136,0.163709795415
17.1001,15.079668760299683,112.51738905906677,65.3834841531,0.0,15.0,3.01681,0.0187658,-0.000810553,20,1.00066,2.83908,300.0,15.27672529220581,-0.000470016,0.106309665659
