0NumTrajs,Time,1ProcessExecTime,0StdReturn,0EnvExecTime,0ExplainedVariance,0PolicyExecTime,1Entropy,0MinReturn,1EnvExecTime,LossAfter,1MaxReturn,0MaxReturn,0Perplexity,0Entropy,0AveragePolicyStd,ComputeUpdatedDistTime,dLoss,1PolicyExecTime,LossBefore,ItrTime,1MinReturn,1Perplexity,0AverageReturn,0ProcessExecTime,1AveragePolicyStd,1StdReturn,1ExplainedVariance,1NumTrajs,MeanKLBefore,MeanKL,1AverageReturn
400,800.0603768825531,0.36281800270080566,248.977408614,19.425159692764282,0.133036888731,1.5804219245910645,2.83214,0.0,33.05746865272522,-0.00943939574063,2700.0,2500.0,17.0518,2.83625,0.999487,0.3111743927001953,0.00943939510325,12.590139627456665,-6.37373931411e-10,70.55404305458069,0.0,16.9817,285.5,0.26061296463012695,0.997639,434.625125827,0.183392587753,400,-2.70083533316e-09,0.00990855880082,449.0
400,867.0080108642578,0.3526642322540283,288.00770389,18.507341861724854,0.170319548017,1.6080455780029297,2.8632,0.0,30.34826683998108,-0.0067215077579,2200.0,1700.0,17.5665,2.86599,1.01441,0.3006308078765869,0.00672150735045,11.981579303741455,-4.07453737417e-10,66.26487874984741,0.0,17.5175,348.75,0.25450968742370605,1.01309,417.901827586,0.185362377108,400,6.98492208517e-10,0.00700338510796,505.75
400,940.4408376216888,0.3780531883239746,281.373417366,22.554205894470215,0.157369428824,1.7715415954589844,2.84317,0.0,32.73610997200012,-0.00861069187522,2600.0,2200.0,17.2812,2.84962,1.00599,0.31177520751953125,0.00861069286475,12.531710386276245,9.89530235529e-10,73.42525243759155,0.0,17.1701,323.0,0.3119022846221924,1.00294,400.554303435,0.188425277377,400,-2.42143705087e-09,0.00978832691908,477.5
400,1012.1530532836914,0.3792428970336914,241.805190184,20.32302451133728,0.224489997194,1.6578571796417236,2.82905,0.0,32.83865404129028,-0.00583715131506,2600.0,1300.0,17.006,2.83356,0.997974,0.30638551712036133,0.00583715395769,12.47592568397522,2.64262789429e-09,70.95131015777588,0.0,16.9294,344.5,0.26993656158447266,0.995771,411.37300592,0.19979623751,400,-3.07336378569e-09,0.00817428342998,491.5
400,1084.4397563934326,0.3912982940673828,279.552208898,19.04564929008484,0.167172130853,1.6024682521820068,2.82687,0.0,35.262837648391724,-0.00851422175765,3300.0,1600.0,16.7895,2.82075,0.991755,0.31445932388305664,0.00851422309643,12.487455129623413,1.33877608999e-09,72.27786231040955,0.0,16.8925,350.75,0.24898958206176758,0.994903,436.687531308,0.18488697862,400,-5.77420067316e-09,0.00670724594966,498.0
400,1155.0695066452026,0.3931453227996826,303.265148014,16.638574600219727,0.180112857215,1.4960198402404785,2.81139,0.0,35.432358264923096,-0.00451380526647,3900.0,2100.0,16.8433,2.82395,0.993383,0.312453031539917,0.00451380563172,12.573083639144897,3.65253022272e-10,69.95178079605103,0.0,16.633,380.5,0.21909260749816895,0.987267,584.471930464,0.160526844717,400,2.14204320947e-09,0.00636758096516,614.75
400,1225.6745932102203,0.3500397205352783,255.548307566,18.99915385246277,0.202629577895,1.538102149963379,2.80685,0.0,33.64829611778259,-0.0078963264823,2400.0,1500.0,16.5033,2.80356,0.983305,0.31370973587036133,0.00789632615633,12.373872995376587,-3.25962867809e-10,70.59395432472229,0.0,16.5576,359.75,0.24736356735229492,0.984988,386.897596271,0.193380771567,400,-2.79396866754e-10,0.00779014313594,460.5
400,1298.3624062538147,0.37967824935913086,269.995254588,19.317310333251953,0.191742263871,1.5935263633728027,2.79515,0.0,34.269848108291626,-0.00847779586911,3900.0,2900.0,16.2983,2.79106,0.977262,0.6809930801391602,0.00847779867472,12.680771350860596,2.80560952248e-09,72.00591444969177,0.0,16.365,357.25,0.24336481094360352,0.979397,572.057689399,0.139440370956,400,3.72529074255e-09,0.00986232887954,530.0
400,1372.6347000598907,0.39522576332092285,294.042407656,21.327601194381714,0.185491363628,1.6642117500305176,2.7837,0.0,34.687658071517944,-0.0078242868185,2600.0,1800.0,16.2668,2.78912,0.976418,0.2834322452545166,0.00782428920211,12.670287847518921,2.38360375882e-09,74.26381659507751,0.0,16.1787,396.25,0.2781081199645996,0.973899,482.45718722,0.241882191859,400,-4.71191130558e-09,0.00780544197187,679.75
400,1443.9259476661682,0.36465930938720703,305.983659694,19.27825117111206,0.166891215299,1.611332654953003,2.75993,0.0,33.38883709907532,-0.00769219407812,3200.0,2100.0,15.8856,2.76542,0.964764,0.3124215602874756,0.00769219372887,12.519579887390137,-3.4924590997e-10,70.64829993247986,0.0,15.7987,382.0,0.24784541130065918,0.96225,496.412127169,0.199352234106,400,5.02914199174e-09,0.00758540863171,595.0
400,1515.8967289924622,0.3721334934234619,328.297787839,19.78229808807373,0.171898663704,1.6073453426361084,2.77067,0.0,34.037104845047,-0.0088088773191,6000.0,2000.0,16.005,2.7729,0.968376,0.3088090419769287,0.00880887832027,12.635615110397339,1.00117181212e-09,71.96113014221191,0.0,15.9693,393.25,0.2625386714935303,0.967507,1113.595977,0.162808832072,400,-1.36555167174e-08,0.00685348082334,852.0
400,1586.147778749466,0.3669915199279785,329.314059827,18.219317197799683,0.182469883933,1.5616998672485352,2.77739,0.0,32.87667632102966,-1.21508492157e-09,5400.0,2000.0,16.1119,2.77956,0.971502,0.27727365493774414,9.60426349561e-10,12.403175830841064,-2.54658572008e-10,69.616446018219,0.0,16.077,423.5,0.24335861206054688,0.970514,736.133437292,0.147603555111,400,2.27009899767e-09,5.69270719453e-09,684.75
400,1657.5721490383148,0.39019298553466797,332.023719032,18.344057083129883,0.192571171058,1.5411162376403809,2.78528,0.0,35.21633768081665,-0.00679881311953,5900.0,1900.0,16.1119,2.77956,0.971502,0.29286742210388184,0.0067988109935,12.590114116668701,-2.12603490368e-09,71.4174416065216,0.0,16.2044,435.5,0.24359941482543945,0.97447,856.066549691,0.150167686788,400,-6.30971097593e-09,0.0077953170985,750.25
400,1726.601841211319,0.36843276023864746,316.188235075,17.51720905303955,0.166563991849,1.5103280544281006,2.73639,0.0,33.05450367927551,-0.00744500942528,3000.0,1700.0,15.4118,2.73513,0.950001,0.2846686840057373,0.00744500961155,12.399187326431274,1.86264559332e-10,68.26749038696289,0.0,15.4313,405.0,0.22220396995544434,0.95076,530.252534176,0.188550663946,400,1.21071908055e-09,0.0066720796749,611.5
400,1799.4667389392853,0.39144015312194824,362.694689098,19.845078229904175,0.170668678325,1.600687026977539,2.71383,0.0,34.98188924789429,-0.00691912788898,4000.0,2300.0,15.0168,2.70917,0.937674,0.31153178215026855,0.00691912542097,12.628477334976196,-2.46800491155e-09,72.85960459709167,0.0,15.087,442.75,0.24881553649902344,0.940015,686.082675412,0.232066640433,400,-5.58793733507e-10,0.00679580308497,826.75
400,1874.7910034656525,0.39150452613830566,338.776382736,20.786697149276733,0.230907689915,1.6152353286743164,2.67821,0.0,35.83594226837158,-0.00156290933955,4800.0,1900.0,14.5448,2.67723,0.92285,0.29321789741516113,0.00156290878076,12.641425132751465,-5.58793455951e-10,74.70211982727051,0.0,14.5589,533.25,0.2641885280609131,0.923438,712.044766851,0.175749787589,400,-1.49011525341e-09,0.00770532060415,768.5
400,1944.827740907669,0.3919098377227783,338.614456277,16.510289907455444,0.193271934381,1.4915645122528076,2.67851,0.0,35.54007148742676,-0.00786278303713,3400.0,1900.0,14.6105,2.68174,0.924903,0.29729485511779785,0.00786278264131,12.671558618545532,-3.95812049803e-10,70.03125,0.0,14.5634,440.5,0.21484947204589844,0.923475,541.481243904,0.168999962115,400,2.79396816794e-09,0.00658184010535,634.25
400,2016.4448201656342,0.37239766120910645,352.227199404,18.58711576461792,0.197121015344,1.5381085872650146,2.68339,0.0,34.565019369125366,-0.00199285219423,4100.0,2300.0,14.6239,2.68266,0.925328,0.28614187240600586,0.00199285163544,12.499539375305176,-5.58793511463e-10,70.92648911476135,0.0,14.6346,494.0,0.23152756690979004,0.925746,761.215762777,0.193347865197,400,4.65661287308e-09,0.00527902785689,749.25
400,2088.3625123500824,0.38051414489746094,407.843107089,19.018115758895874,0.161282735551,1.5248899459838867,2.68145,0.0,34.30052423477173,-0.00707415258512,5000.0,2400.0,14.691,2.68724,0.927476,0.7173826694488525,0.00707415292272,12.828124761581421,3.37604472156e-10,71.9123809337616,0.0,14.6063,492.0,0.23962807655334473,0.924861,776.08436236,0.163514548769,400,-3.16649506615e-09,0.00873160455376,804.25
400,2156.380832195282,0.3610973358154297,360.199597446,15.781740188598633,0.201294336212,1.4527740478515625,2.6775,0.0,33.832679271698,-0.00705690961331,6800.0,1800.0,14.6075,2.68154,0.924843,0.29349613189697266,0.00705690758768,12.566464185714722,-2.02562677742e-09,67.36266756057739,0.0,14.5487,482.5,0.1998457908630371,0.923073,1126.77315818,0.125218464275,400,-2.42861286637e-17,0.00691723357886,886.5
400,2227.3358755111694,0.38222742080688477,378.78093933,18.47044610977173,0.189033469199,1.5239872932434082,2.66989,0.0,34.37751650810242,-0.00913046207279,3600.0,2300.0,14.5827,2.67984,0.924031,0.28374719619750977,0.00913046202622,12.66639256477356,-4.65659732996e-11,70.94649720191956,0.0,14.4383,475.0,0.2317650318145752,0.91957,636.007861587,0.189614074057,400,5.58793455951e-09,0.00670516723767,762.0
400,2297.2859649658203,0.3730926513671875,389.511232187,17.280033826828003,0.175044872473,1.4861319065093994,2.69389,0.0,33.96977663040161,-0.00866980198771,3900.0,2300.0,14.8297,2.69663,0.931844,0.30014848709106445,0.00866979822749,12.617650032043457,-3.76021480619e-09,69.196613073349,0.0,14.7891,491.0,0.21450543403625488,0.930676,683.503794796,0.185428090029,400,3.1918911958e-16,0.0074869999662,845.25
400,2367.9757413864136,0.3502514362335205,397.205157947,19.646353006362915,0.178044013897,1.592984676361084,2.70105,0.0,33.116331338882446,-0.00665328744799,3900.0,3000.0,14.8296,2.69662,0.931833,0.3124542236328125,0.00665328737814,12.538491010665894,-6.98491819939e-11,70.6838366985321,0.0,14.8954,498.25,0.2477867603302002,0.933991,505.912480079,0.21653771517,400,4.28408375441e-09,0.00823378749192,642.75
400,2443.1426203250885,0.38145971298217773,338.647216879,20.87655782699585,0.189513872283,1.6539866924285889,2.6869,0.0,35.467604637145996,-0.00471512693912,2300.0,1700.0,14.7029,2.68805,0.927826,0.324908971786499,0.00471512457589,12.7551851272583,-2.36323094427e-09,74.51973271369934,0.0,14.6861,458.25,0.2570302486419678,0.927412,397.679519211,0.197978941256,400,-1.30385191532e-09,0.00570891890675,549.0
400,2513.2097084522247,0.3479743003845215,353.480462685,18.53783082962036,0.205290304053,1.502460241317749,2.72218,0.0,33.687357664108276,-0.00864089094102,4500.0,1800.0,15.1465,2.71777,0.941756,0.28207921981811523,0.00864089041715,12.550099611282349,-5.23868948221e-10,70.06172490119934,0.0,15.2134,511.25,0.22765278816223145,0.944001,753.591235352,0.20600985245,400,-5.77420022907e-09,0.00654486380517,875.5
400,2584.0111656188965,0.36673545837402344,400.872096185,18.97190761566162,0.196652339902,1.5606391429901123,2.69736,0.0,33.282382011413574,-0.00726128276438,3800.0,2800.0,15.0308,2.7101,0.938128,0.2960386276245117,0.00726128290116,12.468393802642822,1.36788025351e-10,70.18758893013,0.0,14.8405,548.75,0.2310185432434082,0.93229,626.22035858,0.221624811078,400,-1.49011591954e-09,0.00834054034203,878.25
400,2653.7908754348755,0.36568593978881836,495.900947771,17.653804063796997,0.182505746475,1.4915657043457031,2.71236,0.0,34.11526393890381,-0.00894407182932,7000.0,3600.0,15.0024,2.70821,0.937228,0.308302640914917,0.0089440697222,12.644502639770508,-2.10711759152e-09,69.77473449707031,0.0,15.0648,636.5,0.2216353416442871,0.939311,1125.67712955,0.146933993919,400,-3.91155507984e-09,0.00948066078126,1051.0
400,2725.718079805374,0.35498714447021484,420.034522391,19.475305557250977,0.203431036447,1.5573198795318604,2.69368,0.0,33.88998746871948,-0.00779139623046,6800.0,2100.0,14.8358,2.69704,0.932028,0.2810180187225342,0.00779139959486,12.63672661781311,3.36440275639e-09,71.29377579689026,0.0,14.786,589.0,0.23682570457458496,0.930578,1166.05936277,0.202929555254,400,2.28174101835e-09,0.0071608372964,1116.75
400,2796.518252849579,0.3612844944000244,388.881730093,18.16013765335083,0.195823459478,1.521564245223999,2.69227,0.0,34.42782378196716,-0.00631286390126,3300.0,1900.0,14.7707,2.69265,0.930024,0.3063333034515381,0.00631286372372,12.886042594909668,-1.77533487911e-10,70.79484701156616,0.0,14.7652,539.0,0.22854042053222656,0.929954,575.819199055,0.248451317271,400,5.58794455152e-10,0.00684644468129,838.5
400,2867.700813293457,0.35365867614746094,460.271658915,18.741198301315308,0.166226721829,1.5520226955413818,2.69404,0.0,33.803707122802734,-0.00808231160045,8100.0,2400.0,14.7966,2.6944,0.930775,0.318817138671875,0.00808230909461,12.744531631469727,-2.50583975792e-09,70.55662775039673,0.0,14.7914,570.0,0.2308213710784912,0.930722,1373.84351365,0.211814248533,400,-5.58793722405e-09,0.00821201968938,1402.0
400,2936.7524955272675,0.3530712127685547,459.838014957,18.397781133651733,0.206911440714,1.5208606719970703,2.67288,0.0,32.797402143478394,-0.00832841545343,7600.0,3100.0,14.5459,2.67731,0.922881,0.2828512191772461,0.00832841366064,12.59729552268982,-1.79279591173e-09,69.04633283615112,0.0,14.4816,657.0,0.21781706809997559,0.92091,1162.66665472,0.186373707722,400,-5.58793722405e-09,0.00917254667729,1147.5
400,3012.1538240909576,0.36373138427734375,455.224120626,21.951679468154907,0.211432670822,1.683716058731079,2.68963,0.0,34.0006308555603,-0.00777021842077,3600.0,2500.0,14.6798,2.68647,0.927195,0.27341246604919434,0.00777021892718,12.689440727233887,5.06406694356e-10,74.1732177734375,0.0,14.7262,611.0,0.26192498207092285,0.928769,672.885530755,0.219339100066,400,1.19907719309e-08,0.00696893176064,812.25
400,3082.9738125801086,0.35130763053894043,398.016880923,20.93082046508789,0.159516460311,1.626091718673706,2.68199,0.0,32.09541583061218,-0.00662860274315,4000.0,2100.0,14.5423,2.67706,0.922811,0.29739999771118164,0.00662860455923,12.475437879562378,1.81607884286e-09,70.814448595047,0.0,14.6142,497.25,0.25347447395324707,0.925157,755.942086075,0.240921972259,400,5.58793233907e-10,0.0078434003517,971.25
400,3153.188131570816,0.3765132427215576,486.390789386,17.125083208084106,0.177796159402,1.4928247928619385,2.68246,0.0,34.36651062965393,-0.00835626572371,5700.0,3600.0,14.6664,2.68556,0.926913,0.2842414379119873,0.00835626382759,12.75780963897705,-1.89611437662e-09,69.54112482070923,0.0,14.6209,582.0,0.2176663875579834,0.925539,880.085081114,0.186450340046,400,-3.16649684251e-09,0.00902609433979,974.5
400,3226.897581100464,0.38513636589050293,526.444441513,20.84312391281128,0.176853447003,1.5974674224853516,2.67144,0.0,34.66356706619263,-0.00853549316525,5100.0,2800.0,14.6539,2.6847,0.926769,0.2872450351715088,0.0085354921408,12.741643190383911,-1.02445485428e-09,73.70075726509094,0.0,14.4608,692.5,0.2554500102996826,0.920778,873.369874395,0.202413375098,400,-2.04890926447e-09,0.00675037829205,999.75
400,3299.1481862068176,0.37316393852233887,509.945524051,19.773500680923462,0.199675050029,1.609795331954956,2.67417,0.0,33.54392623901367,-0.00884227268398,6900.0,3100.0,14.5619,2.67841,0.923889,0.3115720748901367,0.00884227589413,12.776872873306274,3.2101525882e-09,71.60177803039551,0.0,14.5003,716.75,0.234633207321167,0.92195,1405.99162071,0.22735757092,400,-1.21072030179e-09,0.00787835381925,1624.75
400,3370.441502094269,0.36604857444763184,438.605745516,18.62416410446167,0.187665948727,1.523134469985962,2.68105,0.0,33.94369411468506,4.00177113669e-11,7600.0,2700.0,14.6427,2.68394,0.926751,0.27798032760620117,-1.0637450365e-09,12.755635738372803,-1.02372732513e-09,71.2879331111908,0.0,14.6005,575.0,0.22689366340637207,0.925339,1417.01885573,0.195835752896,400,5.96045968138e-09,7.54370788059e-09,1315.25
400,3443.164555311203,0.38407468795776367,451.352896856,18.19826889038086,0.149353786587,1.523108959197998,2.6861,0.0,35.04234981536865,-2.53203347178e-09,7100.0,2500.0,14.6427,2.68394,0.926751,0.3114333152770996,1.65891850257e-09,12.897016763687134,-8.73114969213e-10,72.07740592956543,0.0,14.6744,533.25,0.22401833534240723,0.927829,1214.93662386,0.208073076748,400,5.21540544085e-09,9.59261559075e-09,1177.0
400,3512.9514105319977,0.3501772880554199,473.929319625,18.137885332107544,0.197821102953,1.5160698890686035,2.68534,0.0,33.627460956573486,-0.00750277936459,4900.0,2600.0,14.6427,2.68394,0.926751,0.28183412551879883,0.00750277843326,12.715969324111938,-9.31322574615e-10,69.77929210662842,0.0,14.6631,621.0,0.22340607643127441,0.92749,871.231169093,0.231889720004,400,6.05359495864e-09,0.00757228257135,1037.5
400,3581.607491493225,0.35188746452331543,433.32551275,17.00660467147827,0.235377614413,1.4684600830078125,2.64607,0.0,33.131813526153564,-0.00867538806051,4500.0,2500.0,14.3957,2.66693,0.919289,0.2967071533203125,0.00867538617458,12.631986141204834,-1.88592830241e-09,67.95940494537354,0.0,14.0985,673.0,0.20771265029907227,0.910078,765.055390152,0.207243608914,400,2.32830599245e-09,0.0084769167006,959.5
400,3651.429541349411,0.37274742126464844,424.941172399,18.32395052909851,0.20981848107,1.4879264831542969,2.66489,0.0,33.496129512786865,-0.00706527102739,4500.0,2100.0,14.3693,2.66509,0.918439,0.32109808921813965,0.00706527260481,12.808151006698608,1.57742774398e-09,69.81525897979736,0.0,14.3664,625.0,0.22370409965515137,0.918375,763.975784957,0.225743575742,400,-5.58793455951e-09,0.00769425416365,979.0
400,3724.142255306244,0.39179491996765137,441.24114722,18.44859004020691,0.173058871166,1.5421264171600342,2.66197,0.0,35.302022218704224,-0.00758381234482,6200.0,2600.0,14.305,2.66061,0.91613,0.3138902187347412,0.0075838121702,12.884047508239746,-1.7462298274e-10,72.0136342048645,0.0,14.3244,582.5,0.22381043434143066,0.916892,1017.58829469,0.223050916558,400,-2.32830510427e-09,0.00824219081551,1146.25
400,3796.724305868149,0.3755514621734619,498.032064731,18.904924631118774,0.209337386891,1.5289232730865479,2.65556,0.0,35.42871403694153,-0.00783239863813,7500.0,3200.0,14.3105,2.661,0.916268,0.2849700450897217,0.007832397538,12.851545333862305,-1.10012476906e-09,72.57360124588013,0.0,14.2329,706.25,0.22951960563659668,0.9138,1450.37710613,0.198461668894,400,-8.84756090613e-09,0.00817431230098,1357.5
400,3867.9113068580627,0.3737192153930664,563.469996983,18.258206844329834,0.164040330446,1.5114109516143799,2.65222,0.0,33.589863777160645,-3.17231774183e-09,4700.0,3800.0,14.1945,2.65285,0.912729,0.28551149368286133,2.37196229325e-09,12.717535257339478,-8.00355448582e-10,70.54540777206421,0.0,14.1855,671.25,0.22975969314575195,0.912244,967.185317041,0.203537579136,400,-4.47034897988e-09,-3.16649551024e-09,1142.75
400,3935.3996284008026,0.36804676055908203,513.002863052,16.18003559112549,0.211726504873,1.4390861988067627,2.64076,0.0,33.22371864318848,-0.00712381955236,7200.0,2600.0,14.1945,2.65285,0.912729,0.3113582134246826,0.00712381764897,12.83817195892334,-1.90339055628e-09,67.47893118858337,0.0,14.0238,714.25,0.2101905345916748,0.907466,1179.27941452,0.249584624662,400,-3.72529007642e-10,0.00986728817225,1350.25
400,4008.7062377929688,0.36679625511169434,574.482321312,19.46601676940918,0.187139226759,1.618375539779663,2.64508,0.0,34.41722798347473,-0.00801250711083,3700.0,2500.0,14.2013,2.65334,0.913377,0.2832176685333252,0.0080125076769,12.71786117553711,5.66069524588e-10,72.06046080589294,0.0,14.0845,722.25,0.2426319122314453,0.909473,664.032708155,0.225423073797,400,-8.10250444516e-09,0.00700795836747,946.75
400,4077.547013282776,0.37076449394226074,537.957654003,16.97419047355652,0.205177372107,1.4646687507629395,2.65399,0.0,33.64468336105347,-0.00673064403236,4700.0,3400.0,14.291,2.65963,0.916264,0.2910456657409668,0.00673064396251,12.867064476013184,-6.98491264828e-11,68.8325777053833,0.0,14.2106,731.25,0.21290040016174316,0.913671,806.328717088,0.293671605241,400,6.51926013173e-10,0.00831515528262,1178.0
400,4149.84597659111,0.3857412338256836,437.391057865,18.048421144485474,0.26528112424,1.501131296157837,2.66881,0.0,35.38431930541992,-0.00716670369729,5000.0,2300.0,14.5076,2.67468,0.923435,0.2948307991027832,0.00716670041438,12.900296688079834,-3.28291216434e-09,71.66898703575134,0.0,14.4227,763.75,0.22160792350769043,0.920992,927.92443119,0.297581100953,400,6.75208866596e-09,0.00807871855795,1322.5
400,4220.895906209946,0.3778846263885498,529.291920872,17.430328369140625,0.236558801285,1.500004768371582,2.67373,0.0,35.23040771484375,-0.00550803821534,5200.0,2900.0,14.5874,2.68016,0.926913,0.28700828552246094,0.00550803803199,12.972671270370483,-1.83354109673e-10,71.04050016403198,0.0,14.4939,837.75,0.2176363468170166,0.924069,924.319986531,0.238179953829,400,1.62981428353e-09,0.00903972238302,1197.25
400,4294.91357922554,0.3761141300201416,522.953093021,20.8862042427063,0.187619690059,1.653911828994751,2.67305,0.0,34.00635743141174,-0.00356695917435,7000.0,2700.0,14.5907,2.68038,0.927402,0.2905702590942383,0.00356695608643,12.923343420028687,-3.08791636705e-09,73.32869267463684,0.0,14.4841,690.25,0.2646753787994385,0.924085,1312.57740248,0.194859452035,400,-7.182822781e-09,0.00724014872685,1510.75
400,4366.040088653564,0.37853193283081055,609.045154319,18.14491367340088,0.190473148877,1.5101728439331055,2.66975,0.0,34.71690797805786,-0.00828407146037,5000.0,3400.0,14.4436,2.67025,0.922462,0.2947676181793213,0.00828407194931,12.872626304626465,4.88943996402e-10,71.1207983493805,0.0,14.4363,808.0,0.23189377784729004,0.922547,1044.30212941,0.306696738519,400,-4.01633037939e-09,0.00856852531433,1355.75
400,4436.380532979965,0.364121675491333,471.057255013,17.399168729782104,0.210798242763,1.489828109741211,2.68579,0.0,34.2134895324707,-0.00342522584833,7900.0,2500.0,14.5987,2.68093,0.926627,0.28305745124816895,0.00342522684077,12.947697401046753,9.92440574166e-10,69.68920612335205,0.0,14.6697,652.25,0.22442317008972168,0.928808,1608.17411993,0.249290640688,400,1.07102104963e-09,0.0083660967648,1724.0
400,4504.447061300278,0.34401583671569824,569.323941179,21.020815134048462,0.197051236243,1.6619751453399658,2.67917,0.0,29.725802421569824,-0.00582211930305,4200.0,3600.0,14.5877,2.68018,0.926345,0.2727346420288086,0.00582211832516,12.030834436416626,-9.77888880982e-10,68.0616717338562,0.0,14.573,754.5,0.2726173400878906,0.925784,838.56182688,0.271356645201,400,1.28056809601e-09,0.00846336781979,1353.75
400,4575.8244206905365,0.36084580421447754,511.812404598,20.26083278656006,0.198499536798,1.622544288635254,2.67764,0.0,32.21165490150452,-0.00625232513994,5300.0,2700.0,14.5763,2.6794,0.926231,0.30707812309265137,0.00625232579187,12.88762354850769,6.51925735617e-10,70.73619437217712,0.0,14.5507,734.25,0.25908422470092773,0.925074,1112.05999726,0.325749196153,400,-8.1025071097e-09,0.00941420625895,1454.75
