MeanKL,AverageReturn,TotalExecTime,MaxKL,NumTrajs,MinReturn,Perplexity,MaxReturn,LossBefore,ItrTime,AveragePolicyStd,Time,ExplainedVariance,Entropy,LossAfter,StdReturn
0.537956,16340.0,11.39581561088562,2.13935,20,11200.0,14.1457,22300.0,-0.0161511,11.504142045974731,0.917354,11.504135847091675,0.718757111904,2.64941,-0.10434,2677.5735284
0.018101,18875.0,11.155166625976562,0.0715095,20,0.0,13.9191,21000.0,-0.00115446,11.214930772781372,0.911759,22.74177312850952,0.842486980583,2.63326,-0.00913168,4390.88544601
0.00823039,19190.0,12.171189069747925,0.0846344,20,0.0,13.9111,21300.0,0.0173762,12.226382732391357,0.911206,34.9754843711853,0.831127526367,2.63269,0.0103059,4449.59548723
0.0224505,20545.0,11.528633832931519,0.115281,20,18300.0,14.0325,21500.0,-0.0289634,11.559175491333008,0.914565,46.572498083114624,0.977160889404,2.64137,-0.0384377,748.648782808
0.010947,20920.0,11.17380404472351,0.0526329,20,20200.0,13.8307,21700.0,-0.0340185,11.378636121749878,0.907774,57.97618770599365,0.988533498382,2.62689,-0.0417805,401.995024845
0.0198314,20860.0,11.537673234939575,0.146521,20,19600.0,13.5975,21600.0,0.000914792,11.567195415496826,0.900009,69.55044603347778,0.987007712424,2.60988,-0.00925116,487.237108603
0.011842,21260.0,11.80391812324524,0.211727,20,20800.0,13.6037,21700.0,0.00233321,11.852933406829834,0.90031,81.40731477737427,0.99183869697,2.61034,-0.00352095,224.499443206
