AverageReturn,MinReturn,NumTrajs,TotalExecTime,AveragePolicyStd,MeanKL,ExplainedVariance,MaxKL,LossBefore,LossAfter,ItrTime,Time,StdReturn,Perplexity,MaxReturn,Entropy
55.0,0.0,40,6.057374715805054,0.58088,0.0917489,0.262194701795,0.44518,0.0171988,-0.00915362,6.15760350227356,6.157599449157715,63.0476010646,5.67789,200.0,1.73658
72.5,0.0,40,6.1579108238220215,0.58533,0.0558359,0.32191192246,0.169173,-0.0136648,-0.0263267,6.2699315547943115,12.43270206451416,63.1961232988,5.77639,200.0,1.75378
62.5,0.0,40,6.031454086303711,0.583537,0.140567,0.480698511563,0.760392,-0.0143611,-0.0570926,6.093096494674683,18.529102325439453,57.8251675311,5.73705,200.0,1.74695
50.0,0.0,40,6.098077297210693,0.581733,0.34782,0.148718253964,0.684077,0.0371469,-0.00045881,6.187280893325806,24.728144884109497,67.082039325,5.696,200.0,1.73977
97.5,0.0,40,5.937779188156128,0.586644,0.0280077,0.595394185751,0.245399,-0.0247104,-0.0406061,5.993268966674805,30.72736406326294,61.1861912526,5.80279,200.0,1.75834
140.0,0.0,40,6.173750877380371,0.583198,0.0455166,0.757699769291,0.20639,-0.0149308,-0.0342328,6.265701770782471,37.002100467681885,58.3095189485,5.73153,200.0,1.74598
127.5,0.0,40,6.4979119300842285,0.580914,0.106162,0.644781630176,0.608471,-0.00557629,-0.0309,6.569634914398193,43.57807493209839,63.1961232988,5.68891,200.0,1.73852
