Entropy,Time,LossAfter,ItrTime,MaxReturn,AverageReturn,MinReturn,MaxKL,LossBefore,TotalExecTime,AveragePolicyStd,NumTrajs,ExplainedVariance,MeanKL,Perplexity,StdReturn
2.84233,10.655008554458618,-0.0,10.655014753341675,0.0,0.0,0.0,0.0,-0.0,10.574398517608643,1.00326,20,1,0.0,17.1557,0.0
2.84233,21.2017765045166,-0.0,10.542691707611084,0.0,0.0,0.0,0.0,-0.0,10.476861000061035,1.00326,20,1,0.0,17.1557,0.0
2.84233,31.816724061965942,-0.0,10.611265420913696,0.0,0.0,0.0,0.0,-0.0,10.530919551849365,1.00326,20,1,0.0,17.1557,0.0
2.84233,42.553391456604004,-0.0,10.73233938217163,0.0,0.0,0.0,0.0,-0.0,10.668415307998657,1.00326,20,1,0.0,17.1557,0.0
2.84233,53.29005289077759,-0.0,10.732551097869873,0.0,0.0,0.0,0.0,-0.0,10.646606206893921,1.00326,20,1,0.0,17.1557,0.0
2.84233,64.02292728424072,-0.000836474,10.727749347686768,100.0,5.0,0.0,0.196232,0.00989671,10.670855283737183,1.00326,20,0.104319637776,0.0348761,17.1557,21.7944947177
2.84728,74.77082967758179,-0.0253227,10.740131378173828,2300.0,265.0,0.0,0.565951,0.00120125,10.698399066925049,1.00597,20,0.110077420114,0.117037,17.2408,619.092077158
