MinReturn,MaxReturn,MeanKL,ExplainedVariance,Entropy,Time,StdReturn,AverageReturn,NumTrajs,MaxKL,Perplexity,AveragePolicyStd,TotalExecTime,LossBefore,ItrTime,LossAfter
0.0,600.0,235.687,0.171797778259,2.83788,16.69209051132202,130.766968306,30.0,20,14271.9,17.0795,1.0,16.415936946868896,-0.000816233,16.692097663879395,19.2108
0.0,0.0,0.0,1,2.83706,33.86867046356201,0.0,0.0,20,0.0,17.0655,0.999593,16.94045400619507,-0.0,17.160366535186768,-0.0
0.0,300.0,0.0680786,0.17391920583,2.83706,49.51780986785889,65.3834841531,15.0,20,11.418,17.0655,0.999593,15.513453960418701,0.00745042,15.643118381500244,0.0143192
0.0,100.0,0.188767,0.0574447631069,2.84079,65.80906438827515,21.7944947177,5.0,20,22.6184,17.1292,1.00148,16.08084511756897,-0.0131845,16.275502681732178,-0.0747752
0.0,100.0,0.0120386,0.0737138258601,2.83419,83.26018047332764,21.7944947177,5.0,20,2.3012,17.0167,0.998182,17.292773008346558,0.0130791,17.427431344985962,0.00876567
0.0,400.0,0.00982337,0.0588743868065,2.84073,100.16549277305603,87.1779788708,20.0,20,0.539411,17.1283,1.00143,16.648104667663574,-0.0130372,16.901116847991943,-0.0168601
0.0,0.0,0.0,1,2.83421,116.12888050079346,0.0,0.0,20,0.0,17.017,0.998213,15.7056405544281,-0.0,15.943049669265747,-0.0
