AveragePolicyStd,ExplainedVariance,Perplexity,MeanKL,MaxKL,NumTrajs,MaxReturn,StdReturn,TotalExecTime,Entropy,LossAfter,AverageReturn,ItrTime,LossBefore,MinReturn,Time
0.87453,1,13.0471,0.0,0.0,20,0.0,0.0,8.869256496429443,2.56857,-0.0,0.0,9.006317615509033,-0.0,0.0,9.006312847137451
0.87453,0.0563195886754,13.0471,0.0440613,0.257563,20,200.0,43.5889894354,8.998805522918701,2.56857,0.0182952,10.0,9.08368992805481,0.0418275,0.0,18.093387126922607
0.883533,0.391256304068,13.3229,0.0352279,0.269413,20,600.0,162.480768093,9.20116639137268,2.58948,-0.0225051,140.0,9.294816017150879,-0.00614259,0.0,27.391587495803833
0.882259,0.477180492198,13.282,0.0223617,0.366912,20,2300.0,773.886296558,7.4085564613342285,2.58641,-0.0173686,1110.0,7.443305969238281,-0.00361101,0.0,34.844780921936035
0.881445,0.586336438352,13.2581,0.0296402,0.134767,20,3500.0,873.770564851,6.489498138427734,2.58461,-0.0256935,1745.0,6.516495943069458,-0.0102605,300.0,41.364121437072754
0.879154,0.4691112275,13.1902,0.00644569,0.072788,20,5300.0,1112.83421946,6.319968938827515,2.57948,0.0120672,2840.0,6.348609685897827,0.0204573,1100.0,47.71723771095276
0.88356,0.448565518701,13.3258,0.0319402,0.187465,20,5700.0,1009.69054665,6.387858152389526,2.5897,-0.0061181,3405.0,6.415527582168579,0.00862382,2000.0,54.13845992088318
