MaxReturn,LossBefore,Entropy,MeanKL,AverageReturn,ExplainedVariance,Perplexity,ItrTime,LossAfter,AveragePolicyStd,NumTrajs,TotalExecTime,Time,MinReturn,MaxKL,StdReturn
2000.0,0.0076712,2.79458,1.32638,672.5,0.335265007411,16.3558,6.093984603881836,-0.127229,0.982009,40,6.031752109527588,6.093978404998779,100.0,31.4492,562.577772401
6000.0,-0.0415168,2.80225,0.0527624,3672.5,0.643215976181,16.4818,5.614766836166382,-0.0671854,0.986801,40,5.556048393249512,11.711909294128418,1700.0,10.4486,989.441130134
5400.0,-0.0542851,2.7815,0.072544,3672.5,0.645578322147,16.1431,6.616490364074707,-0.0742588,0.975891,40,6.552014350891113,18.33264446258545,1700.0,28.9004,924.929051333
5800.0,-0.0844288,2.75435,0.0891374,4225.0,0.781878648451,15.7109,5.720772743225098,-0.117888,0.962943,40,5.66845965385437,24.057907819747925,2800.0,6.39427,663.607564755
6700.0,-0.0311024,2.71214,0.221802,4342.5,0.673635174172,15.0615,7.442991018295288,-0.0913947,0.942505,40,7.391879320144653,31.5064218044281,2000.0,63.3603,1203.51308676
7200.0,-0.0368746,2.69659,0.207722,4562.5,0.680021369219,14.829,6.592968940734863,-0.0918949,0.934635,40,6.482939004898071,38.10429334640503,1300.0,3.13808,1225.70132985
6800.0,-0.00793324,2.67815,0.3059,4437.5,0.690852840396,14.5581,6.511653900146484,-0.0787008,0.925437,40,6.467132568359375,44.61959624290466,2500.0,2.47202,1117.5167784
