LossAfter,MaxReturn,AverageReturn,StdReturn,AveragePolicyStd,ItrTime,TotalExecTime,ExplainedVariance,NumTrajs,MaxKL,Perplexity,Entropy,LossBefore,MinReturn,MeanKL,Time
-0.0412931,2900.0,720.0,746.056298144,0.949513,11.978485107421875,11.852048873901367,0.242947686587,20,1.15062,15.3903,2.73374,-0.00897829,100.0,0.224425,11.978481531143188
-0.00524603,16500.0,5055.0,4727.73465837,0.945398,11.526084899902344,11.434987545013428,0.131643716437,20,0.0851314,15.2528,2.72476,0.00368304,0.0,0.0168185,23.512952089309692
-0.0211273,16300.0,7220.0,5613.25217677,0.946285,11.796503067016602,11.746678829193115,0.431690726984,20,1.13321,15.2809,2.7266,0.00676295,600.0,0.239011,35.31376099586487
-0.0312246,19800.0,12230.0,6052.69361524,0.947926,11.371738910675049,11.328553199768066,0.692028658828,20,0.0638202,15.3326,2.72998,-0.0221848,0.0,0.0242947,46.718984842300415
-0.0178729,21500.0,13705.0,5904.53004057,0.942738,11.537882566452026,11.480180501937866,0.645661353714,20,0.140301,15.1635,2.71889,-0.0071134,0.0,0.0255133,58.266268491744995
-0.0694616,20700.0,12445.0,5508.21885912,0.941126,11.726804733276367,11.656116962432861,0.499767805707,20,0.545597,15.1097,2.71533,-0.0413925,0.0,0.118518,70.00248980522156
-0.0141523,21100.0,12025.0,7320.64717084,0.931404,11.895057916641235,11.806425094604492,0.762543438626,20,0.2648,14.8002,2.69464,0.000118151,1000.0,0.0644832,81.91264128684998
