MeanKL,Entropy,AveragePolicyStd,TotalExecTime,StdReturn,MinReturn,LossAfter,MaxKL,MaxReturn,Time,LossBefore,ExplainedVariance,Perplexity,AverageReturn,NumTrajs,ItrTime
0.165311,2.74043,0.95435,4.830402374267578,195.639975465,0.0,-0.0360641,1.80434,700.0,4.894922733306885,0.00159878,0.0398788435522,15.4937,65.0,20,4.894927263259888
0.0991316,2.74203,0.954784,4.731982469558716,897.705408249,0.0,-0.0221511,0.302362,2500.0,9.705311298370361,0.00929312,0.072493114562,15.5185,975.0,20,4.80608344078064
0.171953,2.74668,0.956912,4.722242116928101,2808.7141186,1100.0,-0.0492887,0.388516,13300.0,14.481199026107788,-0.00559865,0.386159041986,15.5908,8775.0,20,4.76478910446167
0.0122871,2.74388,0.955577,4.735034465789795,6169.02544978,0.0,-0.0336975,0.0630474,21600.0,19.263895273208618,-0.0289454,0.73154254322,15.5472,18275.0,20,4.774564266204834
0.0170081,2.72941,0.948842,4.85694432258606,7498.22645697,0.0,-0.0135564,0.20041,20500.0,24.159376859664917,-0.00717123,0.656640520117,15.3238,14440.0,20,4.8862152099609375
0.076433,2.72582,0.947107,4.794918060302734,1452.44621243,17000.0,-0.0536525,0.328192,22200.0,28.998637199401855,-0.0328227,0.9305720106,15.2689,19480.0,20,4.834963321685791
0.0813324,2.70941,0.939866,4.870500326156616,9631.92088838,0.0,-0.0138951,0.327585,22200.0,33.91053795814514,0.000819502,0.7058019382,15.0204,14690.0,20,4.908094882965088
