Entropy,Perplexity,ItrTime,LossBefore,NumTrajs,AverageReturn,MinReturn,MeanKL,Time,TotalExecTime,ExplainedVariance,MaxKL,StdReturn,MaxReturn,LossAfter,AveragePolicyStd
2.83788,17.0795,11.984669208526611,-0.0143428,20,190.0,0.0,79.2576,11.984662055969238,11.865783214569092,0.280589796436,4596.77,396.106046407,1700.0,19.383,1.0
2.82353,16.8362,12.007610082626343,-0.000285917,20,185.0,0.0,0.0797836,24.001468658447266,11.916574716567993,0.314763915114,6.78886,349.678423698,1400.0,-0.00718648,0.992862
2.82339,16.8338,11.608073234558105,0.0149242,20,40.0,0.0,1.57729,35.62052011489868,11.57655119895935,0.182956334559,150.446,101.980390272,400.0,0.15333,0.99279
2.83085,16.9599,11.49901556968689,-0.00704335,20,90.0,0.0,4.99823,47.123791456222534,11.449621438980103,0.268625427788,520.052,133.790881603,400.0,1.04996,0.996514
2.82733,16.9003,11.764050245285034,-0.00923786,20,125.0,0.0,2.94631,58.89339280128479,11.712507724761963,0.164303541573,363.125,246.72859583,1000.0,-0.665495,0.994764
2.82271,16.8224,12.732242107391357,0.0154817,20,125.0,0.0,2.109,71.63899540901184,12.615954637527466,0.147705246109,139.386,199.687255477,700.0,-0.532608,0.992479
2.83045,16.9531,12.977458238601685,-0.00378957,20,125.0,0.0,3.98455,84.62450695037842,12.888328790664673,0.3940223515,336.7,229.945645751,900.0,-0.351277,0.996306
