Entropy,AveragePolicyStd,MaxKL,TotalExecTime,MinReturn,LossBefore,AverageReturn,MeanKL,StdReturn,NumTrajs,LossAfter,Time,ItrTime,ExplainedVariance,MaxReturn,Perplexity
2.7481,0.956152,0.337432,34.001102447509766,0.0,0.00536098,945.0,0.0365034,985.126895379,20,-0.00707507,34.393105268478394,34.39311242103577,0.478285223433,2400.0,15.613
2.75346,0.958853,0.0496579,32.96810340881348,0.0,-0.00683168,1420.0,0.00867592,1016.66120217,20,-0.0120817,67.74189567565918,33.33471083641052,0.507375043027,3200.0,15.6969
2.75005,0.957201,0.0308185,34.01742243766785,0.0,-0.00527366,1590.0,0.00587743,892.132277188,20,-0.00757114,102.12081146240234,34.3622989654541,0.583640272288,2900.0,15.6434
2.74741,0.955977,0.0326957,32.72001004219055,0.0,0.0041774,1390.0,0.0035075,1052.56828757,20,0.00161409,135.04744911193848,32.90975904464722,0.601793264292,2800.0,15.6022
2.7495,0.957011,0.0849054,31.66844916343689,0.0,-0.0004902,1360.0,0.0119997,1140.78920051,20,-0.00447478,167.0696723461151,31.990637063980103,0.485705754574,3700.0,15.6348
2.74926,0.956863,0.0235479,32.689300537109375,0.0,0.00708878,1950.0,0.00325761,965.142476529,20,0.00482359,200.0339527130127,32.94352459907532,0.58498466545,4900.0,15.631
2.7528,0.958481,0.0738696,33.98565626144409,0.0,0.00559622,1845.0,0.00596426,2312.89320981,20,0.00184437,234.24620366096497,34.17664647102356,0.31907816103,11200.0,15.6865
