LossAfter,TotalExecTime,Perplexity,MaxKL,NumTrajs,StdReturn,MaxReturn,LossBefore,Time,Entropy,ItrTime,ExplainedVariance,MinReturn,AveragePolicyStd,AverageReturn,MeanKL
-0.0350099,5.020231246948242,11.0609,5.0345,40,142.390308659,700.0,0.0244177,5.093809127807617,2.40341,5.093815565109253,0.19275204791,0.0,0.805297,135.0,0.34332
-0.0374181,4.821533679962158,11.3343,0.721959,40,497.594212185,1700.0,0.00619808,9.992825031280518,2.42783,4.892858028411865,0.273780673411,0.0,0.815325,480.0,0.0917731
-0.0352719,4.804210901260376,11.3694,1.70412,40,920.974348177,3300.0,0.00717336,14.853229761123657,2.43093,4.856014013290405,0.429558417691,0.0,0.816846,1607.5,0.100087
-0.0957456,4.8257155418396,11.4103,6.68923,40,866.743185725,5000.0,-0.0133582,19.726787328720093,2.43452,4.862682104110718,0.527256609248,800.0,0.818419,2697.5,0.323272
-0.0333151,4.794175624847412,11.3343,8.48975,40,2657.00842114,6800.0,0.0104765,24.588070392608643,2.42784,4.850437164306641,0.605480050394,0.0,0.815558,2507.5,0.136601
-0.0661784,4.774819612503052,11.3939,0.204545,40,1330.01644727,6200.0,-0.0410326,29.425469160079956,2.43307,4.83373236656189,0.672871025541,400.0,0.817539,4282.5,0.0296208
-0.0558528,4.748150825500488,11.1625,0.264706,40,974.730732049,7400.0,-0.0402738,34.23845028877258,2.41256,4.804035902023315,0.814879738662,3300.0,0.809011,5220.0,0.0390501
