Perplexity,MinReturn,Entropy,NumTrajs,LossAfter,MeanKL,AverageReturn,MaxReturn,AveragePolicyStd,ItrTime,Time,MaxKL,StdReturn,ExplainedVariance,TotalExecTime,LossBefore
16.3558,0.0,2.79458,40,-0.110886,0.981923,360.0,1100.0,0.982009,7.25183892250061,7.251835823059082,39.4093,268.141753556,0.160839606691,7.154385805130005,0.027165
16.8062,900.0,2.82175,40,-0.0285567,0.0875813,2267.5,4300.0,0.995313,7.652384281158447,14.908645153045654,8.15884,830.779001901,0.440258651791,7.540268659591675,0.000713155
16.8122,1100.0,2.82211,40,-0.0448745,0.0618794,2730.0,5100.0,0.995726,7.551637172698975,22.46366238594055,6.56783,1098.68102741,0.524120388765,7.424908399581909,-0.0233319
16.6172,1100.0,2.81044,40,-0.0753568,0.117501,2637.5,5400.0,0.9908,7.054924249649048,29.5244562625885,12.5832,1039.63635469,0.497604672429,6.998299837112427,-0.0418819
16.2728,1100.0,2.7895,40,-0.076121,0.322451,2860.0,4900.0,0.980002,7.429854869842529,36.957990407943726,140.627,1126.23265802,0.602896941972,7.336640357971191,-0.00869684
16.2022,300.0,2.78515,40,-0.0490863,0.0959054,2922.5,5500.0,0.977721,7.370124340057373,44.336679458618164,6.846,1326.7417797,0.561320440679,7.315733432769775,-0.0232845
16.0147,1100.0,2.77351,40,-0.0750888,0.121692,3095.0,5300.0,0.971492,8.109663486480713,52.45592927932739,14.6323,944.973544603,0.656773791288,8.034435272216797,-0.0419412
