StdReturn,MaxKL,MaxReturn,TotalExecTime,Time,AveragePolicyStd,ExplainedVariance,LossBefore,NumTrajs,AverageReturn,LossAfter,Entropy,MeanKL,ItrTime,MinReturn,Perplexity
2364.50840557,1.23547,19000.0,5.190762281417847,5.251805067062378,0.95435,0.661988866331,-0.00225736,20,13210.0,-0.0886554,2.74043,0.392191,5.251809597015381,9400.0,15.4937
2083.57265292,0.877078,16200.0,5.1471686363220215,10.454772233963013,0.953364,0.61873118602,-0.00293816,20,12065.0,-0.0649867,2.73818,0.272824,5.199741840362549,8000.0,15.4587
788.416133777,0.514068,21300.0,5.033828020095825,15.532301664352417,0.952672,0.971552121454,-0.0330102,20,20580.0,-0.0787783,2.73671,0.144637,5.0728607177734375,18500.0,15.4361
941.421797071,0.0707452,21500.0,5.026393890380859,20.616840600967407,0.945341,0.967745378274,-0.0135158,20,20365.0,-0.0265991,2.7202,0.0300225,5.072758197784424,18400.0,15.1834
770.892340084,0.0731373,21700.0,4.859737396240234,25.531978368759155,0.942106,0.977897005837,-0.0357862,20,20885.0,-0.0477582,2.71344,0.0310938,4.910113334655762,18500.0,15.0811
1129.54636912,0.246782,21800.0,4.853344678878784,30.42314386367798,0.933898,0.95856824034,-0.00873322,20,20225.0,-0.0330687,2.69555,0.102785,4.886833429336548,17500.0,14.8137
661.26772188,0.986485,21900.0,5.148518323898315,35.62581491470337,0.932308,0.981652264561,-0.00871514,20,21015.0,-0.0354,2.69118,0.137964,5.198070287704468,19200.0,14.7491
