MinReturn,MeanKL,ExplainedVariance,ItrTime,Entropy,StdReturn,NumTrajs,LossBefore,Perplexity,TotalExecTime,Time,MaxReturn,AveragePolicyStd,LossAfter,AverageReturn,MaxKL
0.0,0.0,1,4.148878812789917,2.4367,0.0,40,-0.0,11.4353,4.09954309463501,4.14887547492981,0.0,0.82843,-0.0,0.0,0.0
0.0,0.00797787,0.581183584208,4.0959107875823975,2.4367,15.612494996,40,0.0206214,11.4353,4.033529758453369,8.248321533203125,100.0,0.82843,0.00922227,2.5,0.131247
0.0,0.0268891,0.66627336217,4.423754453659058,2.44701,274.488160036,40,0.0105618,11.5538,4.386826276779175,12.686472177505493,1400.0,0.832339,-0.00514162,62.5,0.339081
0.0,0.113123,0.379120413371,4.31313157081604,2.45229,470.046540249,40,0.0221048,11.615,4.2846574783325195,17.00719714164734,1800.0,0.834738,-0.0303131,257.5,0.555366
0.0,0.735475,0.704323975136,4.2988035678863525,2.46335,1368.71289904,40,-0.0383322,11.7441,4.240887880325317,21.310535669326782,6000.0,0.839894,-0.193261,4225.0,1.62069
0.0,1.46717,0.237290410198,4.247215270996094,2.44418,861.336171306,40,0.0266126,11.5211,4.178991079330444,25.56941056251526,3500.0,0.83251,-0.163706,1290.0,2.31811
0.0,1.72388,0.275948532833,4.322299480438232,2.45749,766.709690822,40,0.016041,11.6754,4.255208969116211,29.904302835464478,3600.0,0.838785,-0.197859,1237.5,2.68305
