StdReturn,MeanKL,ItrTime,ExplainedVariance,TotalExecTime,MaxKL,MinReturn,AverageReturn,MaxReturn,Entropy,LossAfter,Perplexity,NumTrajs,LossBefore,Time,AveragePolicyStd
21.7944947177,0.00311365,11.438958168029785,0.0369663253644,11.344661235809326,0.373758,0.0,5.0,100.0,2.83651,0.0222252,17.0561,20,0.0247982,11.438952445983887,0.999438
0.0,0.0,11.894396305084229,1,11.834643125534058,0.0,0.0,0.0,0.0,2.86131,-0.0,17.4844,20,-0.0,23.336172580718994,1.01185
43.5889894354,3.17678,11.35055947303772,0.0821158402715,11.217891693115234,442.329,0.0,10.0,200.0,2.86131,0.286646,17.4844,20,-0.00385061,34.691349267959595,1.01185
65.3834841531,0.000519174,10.715042352676392,0.089990496718,10.664792776107788,0.00626442,0.0,15.0,300.0,2.85938,0.0161708,17.4508,20,0.0177835,45.41625928878784,1.01085
47.6969600708,0.000482045,11.888002395629883,0.106041657594,11.829100131988525,0.0041968,0.0,15.0,200.0,2.86828,-0.0213046,17.6066,20,-0.0197075,57.32023334503174,1.01539
43.5889894354,0.00643684,12.150906562805176,0.0555819789888,12.0851571559906,1.05675,0.0,10.0,200.0,2.85842,-0.0172351,17.434,20,-0.0165693,69.48467636108398,1.01048
0.0,0.0,11.529702186584473,1,11.478176832199097,0.0,0.0,0.0,0.0,2.85014,-0.0,17.2901,20,-0.0,81.02357530593872,1.00628
