StdReturn,LossBefore,LossAfter,MaxKL,NumTrajs,MinReturn,MeanKL,AverageReturn,Entropy,ExplainedVariance,AveragePolicyStd,Time,ItrTime,TotalExecTime,Perplexity,MaxReturn
31.224989992,-0.00897334,-0.0420808,9.39778,40,0.0,0.201002,5.0,2.40341,0.0188338359314,0.805297,6.353064298629761,6.353068590164185,6.282509803771973,11.0609,200.0
83.0662386292,0.0148294,-0.0206465,2.48247,40,0.0,0.100048,40.0,2.39444,0.0558561495324,0.801643,11.215374231338501,4.8579206466674805,4.812023401260376,10.962,300.0
272.534401498,-0.0111761,-0.0633897,2.89391,40,0.0,0.147907,335.0,2.40185,0.172588353518,0.804796,15.88939881324768,4.67134952545166,4.644253969192505,11.0436,1200.0
693.681302905,0.0207752,-0.0391922,4.86663,40,0.0,0.175169,1532.5,2.39627,0.401886660123,0.802603,20.648884773254395,4.7550458908081055,4.708437204360962,10.9821,3600.0
1486.92425833,-0.0219882,-0.0586478,1.4461,40,0.0,0.0822646,3657.5,2.40665,0.61702903236,0.806734,25.382941722869873,4.719665765762329,4.674741983413696,11.0968,5900.0
862.173851378,-0.0589448,-0.0887901,2.27081,40,2400.0,0.0800767,5137.5,2.39566,0.837529551142,0.802248,30.10797905921936,4.721336126327515,4.6602394580841064,10.9754,6600.0
1067.16622417,-0.029424,-0.0425611,0.636878,40,600.0,0.0237509,5937.5,2.36619,0.870133005642,0.790532,34.76898646354675,4.657351016998291,4.607459545135498,10.6567,7100.0
