MinReturn,MaxReturn,MaxKL,Perplexity,StdReturn,LossBefore,AverageReturn,MeanKL,LossAfter,NumTrajs,ExplainedVariance,TotalExecTime,Entropy,Time,ItrTime,AveragePolicyStd
0.0,6900.0,1.55571,15.3903,1505.12457956,0.00218915,560.0,0.0821777,-3.02494e-06,20,0.558591636038,11.869355916976929,2.73374,11.968351602554321,11.96835708618164,0.949513
0.0,2000.0,0.053165,15.424,688.385792997,-0.0188639,425.0,0.00525805,-0.0228329,20,0.378375528026,11.622026205062866,2.73593,23.649006605148315,11.676838397979736,0.950707
0.0,1200.0,0.567712,15.2792,346.554469023,0.013835,130.0,0.0588518,-0.000101078,20,0.186637261048,11.249054193496704,2.7265,34.92857003211975,11.276102542877197,0.946207
0.0,5500.0,0.303643,15.3853,1274.71565457,-0.0121251,710.0,0.0262558,-0.0268216,20,0.262889966352,12.375559091567993,2.73341,47.46041202545166,12.524442911148071,0.949426
0.0,2600.0,0.697379,15.2923,829.095893127,-0.0135944,1160.0,0.0304381,-0.0396024,20,0.391021506306,12.447755098342896,2.72735,59.9704384803772,12.503781080245972,0.946426
0.0,2700.0,0.133447,15.1887,697.065276714,0.00999465,1510.0,0.0223592,-0.000870179,20,0.753612132685,12.05580759048462,2.72055,72.10211229324341,12.111831426620483,0.943235
0.0,4000.0,0.113158,15.2648,1048.46316101,-0.00394564,1635.0,0.0153509,-0.0120346,20,0.566764640294,12.036576986312866,2.72555,84.21490907669067,12.102972745895386,0.945548
