AveragePolicyStd,TotalExecTime,LossBefore,LossAfter,Entropy,StdReturn,ExplainedVariance,MinReturn,Time,NumTrajs,AverageReturn,MaxReturn,Perplexity,MeanKL,MaxKL,ItrTime
0.930467,11.816850185394287,0.00993268,-0.0101144,2.69307,102.46950766,0.177018642755,0.0,11.910301923751831,20,50.0,300.0,14.777,0.0711882,1.06278,11.91030764579773
0.934888,11.93726396560669,0.0277588,0.016162,2.70301,197.737199333,0.625011469821,200.0,23.91832160949707,20,370.0,1100.0,14.9245,0.0283046,0.386736,12.002301216125488
0.941441,11.810934782028198,-0.00664984,-0.0370601,2.71689,512.323140215,0.301340961355,0.0,35.7907989025116,20,645.0,2100.0,15.1331,0.121201,0.565094,11.85444164276123
0.939901,11.383087396621704,0.00540571,-0.0549092,2.71356,2448.55059168,0.288219761859,1900.0,47.21710991859436,20,6460.0,11600.0,15.0829,0.202102,0.800447,11.417941808700562
0.941168,11.433670043945312,0.00188817,-0.0305609,2.71626,1663.99368989,0.898952887116,15800.0,58.69105625152588,20,19275.0,21700.0,15.1237,0.142178,1.44214,11.465520143508911
0.941687,12.194517612457275,-0.0319948,-0.0541893,2.71721,1878.68970296,0.901125916259,15100.0,70.98098731040955,20,20345.0,23100.0,15.138,0.0574866,1.03288,12.28427004814148
0.934065,11.584279298782349,0.00496994,-0.00644126,2.70121,534.228415568,0.986168115296,20100.0,82.64488816261292,20,21560.0,22500.0,14.8978,0.0291119,0.131589,11.656791925430298
