MinReturn,Time,LossAfter,ItrTime,NumTrajs,LossBefore,Perplexity,MaxReturn,MeanKL,AveragePolicyStd,TotalExecTime,ExplainedVariance,MaxKL,Entropy,AverageReturn,StdReturn
0.0,10.604624509811401,-0.0202584,10.604629278182983,20,-0.00489753,11.639,400.0,0.0589188,0.827472,10.5353684425354,0.367811416337,0.399436,2.45436,135.0,152.561463024
0.0,21.2465763092041,-0.0067716,10.637041091918945,20,-0.000444949,11.5821,2600.0,0.0120714,0.824988,10.587522983551025,0.284125896247,0.0567658,2.44946,545.0,567.868822881
300.0,31.868441343307495,0.00812749,10.618324279785156,20,0.0201879,11.5796,5400.0,0.0262214,0.824973,10.57320761680603,0.121377305321,0.0804033,2.44924,1315.0,1369.0416356
3400.0,42.482141971588135,-0.0407822,10.599637031555176,20,-0.0133253,11.697,11100.0,0.0628325,0.829276,10.537041187286377,0.354300633307,0.164314,2.45934,6535.0,1988.03294741
15000.0,53.076380491256714,-0.010398,10.59047794342041,20,0.00582457,11.6193,28800.0,0.0345608,0.826759,10.541715383529663,0.599845205641,0.0600614,2.45267,23320.0,3574.2971337
10000.0,63.75623631477356,-0.022692,10.675132274627686,20,-0.0135938,11.6532,33600.0,0.0212778,0.827778,10.623315334320068,0.536202908529,0.151012,2.45559,22200.0,6400.15624809
20000.0,74.35470771789551,-0.0136785,10.592927694320679,20,-0.0103838,11.5743,37100.0,0.00682635,0.825024,10.547892570495605,0.814059269885,0.0252428,2.44879,31680.0,3669.27785811
