MeanKL,MaxReturn,ExplainedVariance,Perplexity,LossAfter,StdReturn,Entropy,AveragePolicyStd,LossBefore,AverageReturn,NumTrajs,ItrTime,MaxKL,Time,TotalExecTime,MinReturn
0.0715292,3800.0,0.366891817401,15.3903,-0.0155957,991.602238803,2.73374,0.949513,0.00734799,465.0,20,6.585670471191406,0.685234,6.585666656494141,6.528964042663574,0.0
0.026798,16200.0,0.656511858074,15.5038,0.00757282,5004.60787675,2.74109,0.952917,0.0209999,5630.0,20,6.529731512069702,0.0852112,13.121790409088135,6.417340040206909,100.0
0.0349548,18600.0,0.3537800009,15.6675,-0.0175228,5115.59136366,2.75159,0.957944,-0.00225468,8165.0,20,6.3521528244018555,0.196033,19.47990393638611,6.317919731140137,100.0
0.027143,19600.0,0.522255999147,15.6498,-0.03749,4542.47729769,2.75046,0.957462,-0.0277681,11830.0,20,6.524200439453125,0.200594,26.00869870185852,6.476290225982666,0.0
0.0241655,20400.0,0.623104064867,15.434,-0.0203489,6405.65960694,2.73658,0.950857,-0.00773654,10155.0,20,6.422719717025757,0.195605,32.442625761032104,6.374902248382568,0.0
0.0562743,20000.0,0.584481034217,15.3744,-0.0338662,5583.85843302,2.73271,0.94901,-0.0149293,10395.0,20,6.342416286468506,0.692053,38.790387868881226,6.296678304672241,0.0
0.0842917,18000.0,0.587756264213,15.2601,-0.0340176,4981.55598182,2.72524,0.945432,-0.00779003,11990.0,20,6.615815877914429,0.47856,45.410290479660034,6.559668779373169,0.0
