Perplexity,ExplainedVariance,LossBefore,MeanKL,ItrTime,Time,MaxKL,NumTrajs,StdReturn,LossAfter,MaxReturn,AveragePolicyStd,Entropy,AverageReturn,TotalExecTime,MinReturn
14.5788,1,-0.0,0.0,19.465267419815063,19.46526074409485,0.0,20,0.0,-0.0,0.0,0.92455,2.67957,0.0,19.29067039489746,0.0
14.5788,1,-0.0,0.0,20.175065279006958,39.646401166915894,0.0,20,0.0,-0.0,0.0,0.92455,2.67957,0.0,20.004884243011475,0.0
14.5788,1,-0.0,0.0,19.5505428314209,59.20356869697571,0.0,20,0.0,-0.0,0.0,0.92455,2.67957,0.0,19.344590187072754,0.0
14.5788,0.140131844828,-0.000217203,0.0688748,19.76863384246826,78.97928619384766,0.509296,20,21.7944947177,-0.022505,100.0,0.92455,2.67957,5.0,19.564246654510498,0.0
14.5772,0.522466996107,0.00782797,0.0956976,18.880035161972046,97.86280965805054,1.57811,20,140.0,-0.00632151,400.0,0.92447,2.67946,120.0,18.82756996154785,0.0
14.6343,0.706704432562,-0.01261,0.011474,18.949941396713257,116.82354021072388,0.112446,20,190.787840283,-0.0210257,500.0,0.926147,2.68337,260.0,18.893221616744995,0.0
14.5424,0.921141818115,0.00562769,0.0363037,19.39036273956299,136.22614526748657,0.49694,20,62.449979984,-0.00147808,600.0,0.923213,2.67707,410.0,19.29098153114319,300.0
