Perplexity,LossAfter,ItrTime,MinReturn,AverageReturn,MeanKL,TotalExecTime,Entropy,MaxReturn,MaxKL,Time,LossBefore,NumTrajs,ExplainedVariance,StdReturn,AveragePolicyStd
13.0471,-0.0272079,12.124505758285522,0.0,95.0,0.236012,12.05306625366211,2.56857,300.0,1.49311,12.124500036239624,0.0208085,20,0.396915300168,111.691539518,0.87453
13.3215,-0.0387417,11.826964855194092,300.0,2270.0,0.174763,11.771605491638184,2.58938,3900.0,0.392531,23.959513902664185,0.00992162,20,0.187529812986,1208.75969489,0.883664
13.3877,-0.0514444,11.690945863723755,12800.0,16155.0,0.0779704,11.569175243377686,2.59434,18600.0,0.15142,35.65598940849304,-0.0296841,20,0.890789490746,1507.47305117,0.885968
13.1905,-0.0390375,11.365757703781128,13300.0,17795.0,0.0305429,11.332634925842285,2.5795,21700.0,0.0546391,47.03456664085388,-0.0290839,20,0.827638832737,2191.45499612,0.879498
13.0001,-0.018486,11.464812517166138,13200.0,18215.0,0.00939709,11.429424285888672,2.56495,21900.0,0.0573974,58.51560735702515,-0.0105597,20,0.882177161526,2117.13839888,0.873044
12.9316,-0.0240584,11.715271234512329,17600.0,20165.0,0.00308437,11.68546462059021,2.55968,21900.0,0.0240928,70.2395932674408,-0.0187583,20,0.94747538279,1244.69875874,0.8706
12.8109,-0.0388373,12.229590654373169,16700.0,19765.0,0.153413,12.180466651916504,2.5503,22000.0,0.416526,82.4736876487732,6.18054e-05,20,0.942679433748,1514.6864362,0.866428
