Perplexity,ItrTime,MinReturn,Entropy,LossBefore,ExplainedVariance,StdReturn,LossAfter,NumTrajs,MaxKL,MeanKL,AverageReturn,MaxReturn,TotalExecTime,Time,AveragePolicyStd
17.2706,14.154497623443604,0.0,2.849,-0.0,1,0.0,-0.0,20,0.0,0.0,0.0,0.0,13.840774774551392,14.154491424560547,1.00568
17.2706,17.5944402217865,0.0,2.849,0.0371514,0.163797543908,87.1779788708,0.105154,20,263.261,2.16643,20.0,400.0,17.303455352783203,31.760289669036865,1.00568
17.5944,15.91253924369812,0.0,2.86758,-0.0114201,0.220156531982,95.3939201417,0.4686,20,213.294,1.784,30.0,400.0,15.636376142501831,47.68771982192993,1.0151
17.4942,16.75555920600891,0.0,2.86187,0.0174378,0.0736638385935,174.642491966,0.0162664,20,1.5717,0.00962012,50.0,800.0,16.621901035308838,64.46052670478821,1.01219
17.6474,18.089722871780396,0.0,2.87059,-0.0101215,0.162437071312,96.3068014213,-0.0197913,20,67.9324,0.723258,35.0,400.0,17.866180419921875,82.58579969406128,1.01661
17.5583,15.293415784835815,0.0,2.86553,-0.0189027,0.238766929918,384.837628098,-0.0195139,20,0.000636988,0.000107061,130.0,1700.0,15.12104845046997,97.90293645858765,1.01404
17.3931,16.83041286468506,0.0,2.85608,-0.00494695,0.205521629253,155.804364509,0.482094,20,337.858,3.06542,65.0,500.0,16.692374229431152,114.76380181312561,1.00927
