LossAfter,Entropy,NumTrajs,AveragePolicyStd,MinReturn,TotalExecTime,LossBefore,Time,Perplexity,MaxKL,MaxReturn,AverageReturn,ItrTime,StdReturn,MeanKL,ExplainedVariance
-0.266177,1.73658,40,0.58088,700.0,6.125319480895996,0.00692927,6.230140447616577,5.67789,8.55042,4300.0,2442.5,6.2301414012908936,735.148794463,2.99517,0.602230900283
-0.196957,1.74351,40,0.583883,2100.0,6.131995439529419,-0.00975648,12.451939582824707,5.71737,2.44317,6100.0,4200.0,6.219088315963745,1001.74847142,1.02575,0.695650100104
-0.0382775,1.73863,40,0.582053,7000.0,6.017623662948608,-0.0254208,18.527613162994385,5.68955,0.119837,8000.0,7555.0,6.07151460647583,230.16298573,0.0215391,0.993444083285
-0.0500007,1.72592,40,0.578047,7000.0,6.187755107879639,-0.0201428,24.81783628463745,5.61769,0.477577,8100.0,7545.0,6.280412673950195,204.878012485,0.101121,0.994989045492
-0.0298354,1.71585,40,0.575007,7100.0,6.0011146068573,-0.00196833,30.875733375549316,5.56139,0.244198,8000.0,7625.0,6.052515983581543,223.327114341,0.0759353,0.993805003756
-0.0123088,1.71486,40,0.574022,0.0,6.08494234085083,-0.00840087,37.01327443122864,5.55592,0.0226243,8200.0,7570.0,6.132458686828613,1230.28451994,0.00168471,0.928511532878
-0.0767369,1.71066,40,0.57331,7100.0,7.970672369003296,-0.0479407,45.06931138038635,5.53263,0.391216,8100.0,7800.0,8.052112340927124,228.03508502,0.0558769,0.995248195645
