LossBefore,StdReturn,Perplexity,NumTrajs,AveragePolicyStd,MaxKL,LossAfter,Entropy,AverageReturn,TotalExecTime,MinReturn,ExplainedVariance,Time,MeanKL,ItrTime,MaxReturn
0.0111679,552.358579186,14.1457,20,0.917354,0.86472,-0.0281061,2.64941,230.0,11.229160070419312,0.0,0.0267088484047,11.333604097366333,0.204339,11.334107637405396,1800.0
-0.0147957,2484.20510425,14.3046,20,0.923012,0.77212,-0.0792067,2.66058,6165.0,11.881831884384155,300.0,0.395913781463,23.38956117630005,0.209736,12.049803256988525,11000.0
-0.0221916,1112.41853634,14.1992,20,0.919722,0.716359,-0.0607761,2.65318,19205.0,11.828814268112183,17000.0,0.961570578435,35.26537275314331,0.138803,11.87076187133789,20800.0
0.0104815,699.571297296,14.0425,20,0.914562,0.160126,0.00226247,2.64209,19960.0,11.733908414840698,18600.0,0.979663484849,47.103153467178345,0.00920593,11.832438945770264,21000.0
-0.022545,906.352580401,14.1163,20,0.917325,0.158318,-0.0361453,2.64733,20005.0,11.976569175720215,18000.0,0.96605868355,59.13459014892578,0.0324924,12.021366119384766,21300.0
-0.0298557,939.933508287,13.9581,20,0.912345,0.129571,-0.0458701,2.63606,19895.0,12.071295499801636,18000.0,0.95929279746,71.27328824996948,0.0403895,12.120694160461426,21400.0
-0.0380727,1225.15305166,13.7512,20,0.905632,0.0904515,-0.0466344,2.62113,20000.0,11.784058570861816,16600.0,0.95215611134,83.20036911964417,0.00977688,11.886797904968262,21600.0
