MaxReturn,NumTrajs,TotalExecTime,MeanKL,AverageReturn,Time,StdReturn,Entropy,ItrTime,MaxKL,ExplainedVariance,AveragePolicyStd,Perplexity,LossBefore,LossAfter,MinReturn
3800.0,20,14.766577959060669,0.007442,435.0,14.85838508605957,897.928170847,3.08155,14.858389139175415,1.3813,0.327093887227,1.12957,21.7921,0.00287397,-0.000502363,0.0
1600.0,20,13.26109528541565,0.00703225,255.0,28.200884342193604,539.884246853,3.08442,13.338148355484009,1.26315,0.41001145128,1.13119,21.8548,-0.00474461,-0.00730801,0.0
800.0,20,13.89111852645874,0.00868645,95.0,42.15646290779114,235.531314266,3.08205,13.951531171798706,5.68712,0.487770480515,1.12986,21.8031,0.00970485,0.00593468,0.0
2400.0,20,13.69352912902832,0.00783013,615.0,55.89462089538574,870.789871324,3.0869,13.730547189712524,0.866117,0.408272864412,1.1326,21.9091,0.00852427,0.0045385,0.0
2600.0,20,14.957144975662231,0.00335652,425.0,70.91461300849915,762.80731512,3.09116,15.017417430877686,0.420744,0.322028349209,1.13502,22.0027,0.00349739,0.00105531,0.0
1300.0,20,14.314455270767212,0.00350382,220.0,85.28482747077942,413.037528561,3.09291,14.361667394638062,0.539617,0.266619192265,1.13601,22.0412,-0.0118208,-0.014947,0.0
2800.0,20,13.245386838912964,0.00468103,530.0,98.58992171287537,949.789450352,3.087,13.299506187438965,0.647536,0.493528317438,1.13268,21.9113,0.0049362,0.0011227,0.0
