Perplexity,TotalExecTime,ExplainedVariance,NumTrajs,MinReturn,LossAfter,AverageReturn,MaxReturn,Entropy,ItrTime,AveragePolicyStd,MaxKL,Time,MeanKL,LossBefore,StdReturn
5.67789,6.1329264640808105,0.076548082108,40,0.0,0.0243598,95.0,600.0,1.73658,6.21850848197937,0.58088,0.939866,6.218502044677734,0.232669,0.064358,141.332940251
6.05532,5.855127573013306,0.302662537276,40,200.0,-0.0642004,1145.0,2100.0,1.80094,5.960551500320435,0.600524,0.738048,12.184207201004028,0.253664,0.011936,551.792533476
6.09157,5.971714973449707,0.823249174366,40,3200.0,-0.166795,4735.0,6700.0,1.80691,6.032480239868164,0.603457,1.52697,18.235836505889893,0.501635,-0.0343302,795.785775193
5.98789,5.9342286586761475,0.967193890464,40,6200.0,-0.0795864,7152.5,8100.0,1.78974,5.982856035232544,0.598234,0.19429,24.227132320404053,0.0595605,-0.0562492,460.970443738
5.82184,6.004031419754028,0.977914558579,40,6500.0,-0.0964558,7335.0,8300.0,1.76162,6.067431926727295,0.589575,0.521827,30.302895069122314,0.153576,-0.0563403,383.76425055
5.66012,6.033924102783203,0.98815954942,40,6800.0,-0.0536566,7575.0,8300.0,1.73345,6.1025354862213135,0.581046,0.166523,36.41738152503967,0.0596979,-0.0345402,333.728931919
5.56321,5.954829692840576,0.98935425505,40,6900.0,-0.0398706,7677.5,8100.0,1.71618,5.996510744094849,0.575735,0.324515,42.419830560684204,0.0463198,-0.0168214,279.720842985
