ItrTime,AverageReturn,LossAfter,NumTrajs,MeanKLBefore,LossBefore,Entropy,Perplexity,dLoss,ExplainedVariance,MaxReturn,Time,AveragePolicyStd,MeanKL,MinReturn,StdReturn
107.60994291305542,-0.814351834033,-0.0368786565959,100,0.0,1.86264514923e-09,11.3515,85093.6,0.0368786584586,0.202793936956,157.42752593,107.60993504524231,1.0,0.0099831353873,-193.816912167,69.3040002688
103.7489128112793,2.60479375852,-0.0355029553175,100,0.0,-6.28642737865e-09,11.3524,85171.1,0.0355029490311,0.181892415621,162.966421299,211.64175510406494,1.00011,0.00996850244701,-221.320582252,66.7923160393
107.73227500915527,-1.05518362834,-0.036746263504,100,0.0,-1.02445483208e-08,11.3536,85270.7,0.0367462532595,0.192427735456,231.134731929,319.61703419685364,1.00026,0.00997827015817,-191.608184256,71.8654852218
108.92438912391663,4.11646848421,-0.0378616377711,100,0.0,1.49011611938e-08,11.3521,85142.9,0.0378616526723,0.197214909799,223.156577959,428.77748703956604,1.00007,0.00989459641278,-194.773879403,72.4358588217
113.56406331062317,-2.21766128107,-0.0373920463026,100,0.0,-4.65661287308e-09,11.3499,84959.6,0.0373920416459,0.163999771141,212.175188369,542.5891759395599,0.999804,0.0099312113598,-190.950099672,64.0295978173
113.04136824607849,2.07740316472,-0.0380062833428,100,0.0,-9.31322574615e-10,11.3518,85116.5,0.0380062824115,0.229854351784,224.239189625,655.8779792785645,1.00003,0.00987328123301,-222.017332296,70.6301433641
112.92268586158752,-7.99062011872,-0.0298009850085,100,0.0,-3.49245965481e-10,11.3521,85140.4,0.0298009846592,0.182905690936,174.040792752,769.1452338695526,1.00007,0.00642991717905,-219.652505751,64.3112559061
108.07415795326233,-3.140256824,-0.0362083055079,100,0.0,-7.27595761418e-10,11.3538,85292.8,0.0362083047803,0.202557353249,150.750435741,877.5788776874542,1.00029,0.00995634123683,-169.247921794,66.5477219655
107.96240663528442,9.09077342377,-0.0371065288782,100,0.0,-1.86264514923e-09,11.3546,85354.0,0.0371065270156,0.165930273188,196.240487343,985.7954089641571,1.00038,0.00993905588984,-210.066640093,63.2154585219
106.40242195129395,-2.50649931076,-0.0377782285213,100,0.0,-4.19095158577e-09,11.3551,85397.4,0.0377782243304,0.180715994792,201.024621,1092.5166237354279,1.00045,0.00992204621434,-200.490557874,61.837360062
101.47943782806396,11.4428559911,-0.0372978895903,100,0.0,-9.31322574615e-10,11.3548,85373.6,0.0372978886589,0.183449356274,177.852248597,1194.2281982898712,1.00041,0.00998426880687,-204.774275655,59.2748862733
102.75042128562927,15.7533833595,-0.037277624011,100,0.0,4.65661287308e-10,11.3529,85211.5,0.0372776244767,0.184142107609,225.250666669,1297.2766485214233,1.00017,0.00996375177056,-174.226888142,68.2339783794
102.32352209091187,4.99795288349,-0.0358378402889,100,0.0,-1.86264514923e-09,11.3509,85045.9,0.0358378384262,0.144498306733,182.262133127,1399.8400464057922,0.999932,0.00998865254223,-197.372546111,60.9615355189
103.0441472530365,3.03103058897,-0.0299302581698,100,0.0,6.51925802231e-09,11.3525,85178.0,0.029930264689,0.163907338911,169.84739547,1503.116605758667,1.00013,0.00643799034879,-168.082191564,58.1771692574
103.82283067703247,6.27002637952,-0.0306507572532,100,0.0,8.61473381519e-09,11.3532,85236.6,0.0306507658679,0.224536766582,226.710357846,1607.187680721283,1.00021,0.00643279450014,-204.322505335,68.7462809932
103.44703531265259,0.224116754178,-0.0362220145762,100,0.0,8.84756445885e-09,11.3536,85272.2,0.0362220234238,0.177656054586,206.582622009,1710.8806204795837,1.00026,0.00998182035983,-209.553910726,70.2435427819
101.88876724243164,12.9557652831,-0.0309561770409,100,0.0,3.72529029846e-09,11.3542,85319.2,0.0309561807662,0.182262699783,224.979711019,1813.0376896858215,1.00033,0.00641601905227,-187.472335975,68.2299856717
105.77711606025696,-0.238403377478,-0.0365806631744,100,0.0,6.54836185277e-09,11.3511,85055.4,0.0365806697228,0.170816500495,210.977676167,1919.0544233322144,0.999946,0.00994239374995,-171.056972925,63.2774539604
107.21577405929565,22.189706866,-0.0314092934132,100,0.0,6.40284270048e-10,11.3446,84507.8,0.0314092940534,0.197670082915,173.035703347,2026.5277800559998,0.999138,0.00640283478424,-171.755309446,62.7695555926
109.83583092689514,1.37707863807,-0.0299430526793,100,0.0,-0.0,11.3453,84570.2,0.0299430526793,0.165144135221,147.227804475,2136.604725599289,0.999231,0.00642230175436,-204.252293416,64.6488220599
107.35005331039429,15.1614871725,-0.0367802754045,100,0.0,-2.09547579288e-09,11.346,84624.0,0.036780273309,0.179028144644,164.318142085,2244.204626560211,0.99931,0.00997555721551,-199.895219002,63.6712027456
110.40148782730103,10.6802451361,-0.0300008598715,100,0.0,-9.0803951025e-09,11.343,84374.2,0.0300008507911,0.173372793799,182.269674312,2354.8534631729126,0.99894,0.0064270189032,-144.485512418,55.7098804881
109.71205401420593,8.94772349265,-0.0381537936628,100,0.0,1.86264514923e-09,11.3433,84394.7,0.0381537955254,0.172448329398,208.850236727,2464.8149251937866,0.998972,0.00991698540747,-154.439091934,62.1425803119
111.13150191307068,10.1851667075,-0.0301318597049,100,0.0,3.72529029846e-09,11.3419,84281.1,0.0301318634301,0.177485471076,207.634282681,2576.194235086441,0.998804,0.00642768992111,-189.973867179,60.2658663019
127.95352721214294,18.3210655633,-0.0378623940051,100,0.0,-9.31322574615e-10,11.337,83868.4,0.0378623930737,0.185494351622,218.951760036,2704.7404918670654,0.998193,0.00992813613266,-103.778564401,60.7995167998
120.1252236366272,14.583943957,-0.0300737321377,100,0.0,5.58793544769e-09,11.3396,84085.9,0.0300737377256,0.163063310193,203.27994349,2825.3741269111633,0.998517,0.0064125303179,-158.53245048,67.8639017525
135.47093057632446,14.0754976747,-0.0389701798558,100,0.0,-1.39698386192e-09,11.3397,84091.7,0.0389701784588,0.215491460886,214.400601789,2961.5104670524597,0.998526,0.00994960777462,-209.609572348,73.4448393873
