ExplainedVariance,LossAfter,AverageReturn,MaxKL,Perplexity,LossBefore,StdReturn,AveragePolicyStd,TotalExecTime,ItrTime,Time,MeanKL,MinReturn,Entropy,MaxReturn,NumTrajs
1,-0.0,0.0,0.0,14.8902,-0.0,0.0,0.935103,16.788647651672363,16.936477184295654,16.93647074699402,0.0,0.0,2.7007,0.0,20
1,-0.0,0.0,0.0,14.8902,-0.0,0.0,0.935103,16.210572719573975,16.289592504501343,33.23032331466675,0.0,0.0,2.7007,0.0,20
1,-0.0,0.0,0.0,14.8902,-0.0,0.0,0.935103,16.127360343933105,16.18130898475647,49.42183589935303,0.0,0.0,2.7007,0.0,20
1,-0.0,0.0,0.0,14.8902,-0.0,0.0,0.935103,16.633082628250122,16.850295543670654,66.28191041946411,0.0,0.0,2.7007,0.0,20
1,-0.0,0.0,0.0,14.8902,-0.0,0.0,0.935103,16.217750549316406,16.2900550365448,82.58101916313171,0.0,0.0,2.7007,0.0,20
1,-0.0,0.0,0.0,14.8902,-0.0,0.0,0.935103,16.728700160980225,16.77466630935669,99.3648624420166,0.0,0.0,2.7007,0.0,20
1,-0.0,0.0,0.0,14.8902,-0.0,0.0,0.935103,16.099486112594604,16.201104879379272,115.57347536087036,0.0,0.0,2.7007,0.0,20
