MeanKL,ExplainedVariance,MinReturn,NumTrajs,Entropy,LossBefore,MaxKL,AverageReturn,StdReturn,ItrTime,Time,AveragePolicyStd,LossAfter,TotalExecTime,MaxReturn,Perplexity
0.0,1,0.0,40,2.57184,-0.0,0.0,0.0,0.0,5.318695068359375,5.318693399429321,0.876188,-0.0,5.256529331207275,0.0,13.0899
0.0,1,0.0,40,2.57184,-0.0,0.0,0.0,0.0,4.973236799240112,10.295348882675171,0.876188,-0.0,4.901628255844116,0.0,13.0899
0.0,1,0.0,40,2.57184,-0.0,0.0,0.0,0.0,5.4780097007751465,15.77873158454895,0.876188,-0.0,5.426673412322998,0.0,13.0899
0.0,1,0.0,40,2.57184,-0.0,0.0,0.0,0.0,5.932129859924316,21.718450784683228,0.876188,-0.0,5.864748239517212,0.0,13.0899
0.0,1,0.0,40,2.57184,-0.0,0.0,0.0,0.0,5.211601495742798,26.942326545715332,0.876188,-0.0,5.156563997268677,0.0,13.0899
0.0,1,0.0,40,2.57184,-0.0,0.0,0.0,0.0,5.072328567504883,32.02144956588745,0.876188,-0.0,5.039934873580933,0.0,13.0899
0.0,1,0.0,40,2.57184,-0.0,0.0,0.0,0.0,5.900491714477539,37.926926136016846,0.876188,-0.0,5.863346338272095,0.0,13.0899
