ExplainedVariance,StdReturn,LossBefore,NumTrajs,LossAfter,Entropy,ItrTime,MaxKL,AveragePolicyStd,TotalExecTime,Perplexity,AverageReturn,MaxReturn,MeanKL,Time,MinReturn
1,0.0,-0.0,20,-0.0,2.83788,16.744067192077637,0.0,1.0,16.496225357055664,17.0795,0.0,0.0,0.0,16.744061708450317,0.0
1,0.0,-0.0,20,-0.0,2.83788,16.73099160194397,0.0,1.0,16.59155297279358,17.0795,0.0,0.0,0.0,33.502283573150635,0.0
1,0.0,-0.0,20,-0.0,2.83788,14.110803842544556,0.0,1.0,13.966562509536743,17.0795,0.0,0.0,0.0,47.6387038230896,0.0
0.126285027249,43.5889894354,-0.00272806,20,1.58353,2.83788,16.400669813156128,1253.73,1.0,16.20496916770935,17.0795,10.0,200.0,27.6255,64.0458631515503,0.0
1,0.0,-0.0,20,-0.0,2.83651,17.13187026977539,0.0,0.999319,17.024720668792725,17.0562,0.0,0.0,0.0,81.21927118301392,0.0
1,0.0,-0.0,20,-0.0,2.83651,15.297464847564697,0.0,0.999319,15.232187986373901,17.0562,0.0,0.0,0.0,96.57798433303833,0.0
1,0.0,-0.0,20,-0.0,2.83651,15.791491508483887,0.0,0.999319,15.640061140060425,17.0562,0.0,0.0,0.0,112.39375495910645,0.0
