Perplexity,AveragePolicyStd,TotalExecTime,MinReturn,ItrTime,ExplainedVariance,NumTrajs,LossBefore,MaxReturn,Time,LossAfter,MaxKL,MeanKL,Entropy,AverageReturn,StdReturn
17.1872,1.0032,9.09534239768982,0.0,9.155899286270142,0.785509005354,20,-0.0121828,300.0,9.15589451789856,-0.0282825,0.339709,0.0831507,2.84416,235.0,90.9670269933
16.979,0.997237,11.051012516021729,200.0,11.143376350402832,0.875822780368,20,-0.020099,300.0,20.304075717926025,-0.024157,0.0145352,0.00368505,2.83198,265.0,47.6969600708
16.8093,0.992338,6.149616718292236,200.0,6.188532590866089,0.738688571853,20,-0.00311172,700.0,26.49552035331726,-0.00981638,0.0669564,0.0126769,2.82193,285.0,106.183802908
16.7831,0.991584,6.102886438369751,200.0,6.125974893569946,0.148070322362,20,0.0155277,2500.0,32.62961673736572,0.0106294,0.032804,0.00823192,2.82037,400.0,492.950301755
16.9139,0.995436,6.345688343048096,200.0,6.406874418258667,0.127339387882,20,-0.0168181,2800.0,39.039854526519775,-0.0246354,0.0518237,0.0199211,2.82814,695.0,726.962860124
16.7723,0.991342,6.437702417373657,200.0,6.493661642074585,0.144080961486,20,0.00886769,5300.0,45.55702185630798,-0.0127421,0.170456,0.0662725,2.81973,1735.0,1239.06214533
16.8468,0.993549,6.43184494972229,1200.0,6.486509561538696,0.266139139082,20,-0.00223124,9700.0,52.05082941055298,-0.0221022,0.152194,0.0624526,2.82416,5270.0,2791.61243728
