LossAfter,ItrTime,StdReturn,MeanKL,NumTrajs,Time,Entropy,MinReturn,ExplainedVariance,MaxReturn,MaxKL,TotalExecTime,AveragePolicyStd,LossBefore,AverageReturn,Perplexity
-0.00365174,25.942525148391724,571.379908642,0.0734693,20,25.942522525787354,2.7481,0.0,0.161352507313,1900.0,0.314754,25.797029495239258,0.956152,0.00436171,305.0,15.613
-0.0151984,24.913193225860596,5226.71981265,0.0468121,20,50.866103172302246,2.75246,0.0,0.577342680431,14700.0,0.379237,24.85248827934265,0.958215,0.000625411,3380.0,15.6812
-0.00233585,25.264451503753662,8067.65145504,0.0127877,20,76.13671922683716,2.75278,0.0,0.646308457809,29000.0,0.101755,25.13393473625183,0.958365,0.00327896,4000.0,15.6861
-0.00610662,25.0678071975708,7160.43818492,0.0116902,20,101.22252607345581,2.75442,0.0,0.791913294492,26000.0,0.173459,24.98792004585266,0.95914,0.00301024,2375.0,15.7119
-0.039659,24.609644412994385,5874.98723403,0.0834363,20,125.84855103492737,2.75592,0.0,0.442154286309,20600.0,0.598077,24.36281180381775,0.959855,-0.0185744,2945.0,15.7356
-0.000956489,24.10201358795166,9775.98460514,0.0372777,20,149.9553828239441,2.74664,0.0,0.62314256747,32100.0,0.179857,24.058231830596924,0.955414,0.00934831,7375.0,15.5901
-0.0149514,24.23935580253601,8964.50779463,0.0273569,20,174.20281434059143,2.75131,0.0,0.669145676242,30900.0,0.250956,24.184841632843018,0.957641,-0.00464566,4560.0,15.6631
