AverageReturn,Perplexity,MeanKL,Entropy,MaxKL,MaxReturn,LossBefore,StdReturn,LossAfter,ItrTime,TotalExecTime,NumTrajs,AveragePolicyStd,ExplainedVariance,Time,MinReturn
60.0,17.2706,0.00376663,2.849,0.122519,1200.0,0.00715372,261.533936612,0.0017654,16.22342586517334,15.949263334274292,20,1.00568,0.0664766366038,16.223419666290283,0.0
95.0,17.3945,26.1535,2.85616,3305.12,1500.0,0.00108642,333.878720496,12.425,15.635520458221436,15.444772958755493,20,1.00918,0.093633536278,31.872377395629883,0.0
90.0,17.404,0.000547835,2.8567,0.00631613,1200.0,0.00168706,270.0,7.40439e-05,16.63694739341736,16.437081336975098,20,1.00946,0.397522530106,48.53283715248108,0.0
45.0,17.4187,9.64982e-05,2.85754,0.00175056,900.0,-0.00567054,196.150452459,-0.00642233,17.55608296394348,17.27660059928894,20,1.00988,0.615621548776,66.13306522369385,0.0
130.0,17.3694,0.267601,2.85471,33.5802,1300.0,0.0106715,331.813200461,0.0127213,15.776567220687866,15.572361469268799,20,1.00846,0.32410975271,81.9275894165039,0.0
25.0,17.4623,0.0702979,2.86004,9.4276,500.0,-0.00694165,108.972473589,-0.00356963,17.0954692363739,16.973721742630005,20,1.01115,0.0379064731021,99.04085755348206,0.0
65.0,17.4018,0.0048058,2.85657,0.845909,800.0,-0.00083537,200.686322404,-0.00231655,16.728434085845947,16.563040018081665,20,1.0094,0.209613950224,115.7968213558197,0.0
