Perplexity,LossBefore,MeanKL,Entropy,AverageReturn,MinReturn,LossAfter,Time,MaxReturn,ExplainedVariance,NumTrajs,ItrTime,AveragePolicyStd,TotalExecTime,MaxKL,StdReturn
17.2706,-0.0,0.0,2.849,0.0,0.0,-0.0,12.84917140007019,0.0,1,20,12.84917688369751,1.00568,12.68441653251648,0.0,0.0
17.2706,-0.0,0.0,2.849,0.0,0.0,-0.0,26.297980308532715,0.0,1,20,13.44223666191101,1.00568,13.279343128204346,0.0,0.0
17.2706,0.00647616,0.663063,2.849,65.0,0.0,0.0647914,39.52715015411377,800.0,0.223048454653,20,13.214877367019653,1.00568,13.033542156219482,69.0231,200.686322404
17.3266,-0.0,0.0,2.85224,0.0,0.0,-0.0,55.02777409553528,0.0,1,20,15.495742559432983,1.00731,15.4527428150177,0.0,0.0
17.3266,-0.0,0.0,2.85224,0.0,0.0,-0.0,68.87109875679016,0.0,1,20,13.836826801300049,1.00731,13.780149698257446,0.0,0.0
17.3266,-0.00409674,0.000698789,2.85224,55.0,0.0,-0.00560369,81.30899667739868,600.0,0.346170900536,20,12.429396390914917,1.00731,12.358309984207153,0.00642725,165.755844543
17.2911,-0.0,0.0,2.85019,0.0,0.0,-0.0,94.9990758895874,0.0,1,20,13.669993162155151,1.00627,13.503922462463379,0.0,0.0
