AverageReturn,MaxKL,LossBefore,Time,NumTrajs,ExplainedVariance,AveragePolicyStd,ItrTime,LossAfter,Entropy,MeanKL,MaxReturn,StdReturn,MinReturn,Perplexity,TotalExecTime
915.0,72.1557,0.00683705,4.753249406814575,40,0.267789848107,0.982009,4.753254175186157,-0.119849,2.79458,1.12489,2400.0,569.012302152,0.0,16.3558,4.691375970840454
4705.0,4.48383,-0.0321593,9.402106285095215,40,0.683189674709,0.985979,4.646173000335693,-0.0697871,2.80142,0.0453929,7100.0,2196.69638321,0.0,16.468,4.599641561508179
4702.5,1.0891,0.0141972,14.217703580856323,40,0.683508967593,0.977904,4.8127522468566895,-0.0122824,2.78534,0.054159,6800.0,2103.74517231,200.0,16.2053,4.750659465789795
5432.5,5.57185,0.00779295,19.183353424072266,40,0.763837134661,0.981615,4.957449674606323,-0.0244539,2.79244,0.075734,7100.0,1696.37665334,500.0,16.3208,4.889649152755737
6250.0,10.1159,-0.0264423,23.866958618164062,40,0.834893508631,0.983555,4.674853086471558,-0.0773129,2.79634,0.145944,7900.0,1460.47937336,1300.0,16.3845,4.623342514038086
6842.5,23.7605,-0.0222653,29.639158964157104,40,0.850780548771,0.977116,5.763399124145508,-0.0640531,2.78311,0.133118,8100.0,1576.52901971,500.0,16.1693,5.685041427612305
6807.5,119.193,-0.0220115,34.457353830337524,40,0.817356394965,0.971337,4.814421892166138,-0.0576165,2.77198,0.35703,8100.0,1990.52599832,300.0,15.9903,4.773427248001099
