Perplexity,MaxReturn,TotalExecTime,Time,MeanKL,NumTrajs,ExplainedVariance,AveragePolicyStd,Entropy,ItrTime,AverageReturn,LossAfter,MaxKL,LossBefore,StdReturn,MinReturn
15.2117,200.0,5.159602403640747,5.23578953742981,0.225801,20,0.0420163002554,0.947542,2.72206,5.235795974731445,10.0,-0.0366354,5.40038,-0.00150574,43.5889894354,0.0
15.1888,3300.0,5.1045801639556885,10.436930418014526,0.034077,20,0.325383491004,0.947486,2.72056,5.194790601730347,685.0,0.00423057,0.402713,0.0220466,947.773707169,0.0
15.3571,6200.0,4.722008228302002,15.2073392868042,0.0984661,20,0.676301688886,0.953025,2.73158,4.7679102420806885,2260.0,-0.0133206,2.10803,0.0129301,1159.9137899,500.0
15.4567,11800.0,4.838080406188965,20.108762741088867,0.113417,20,0.623005669988,0.956209,2.73804,4.89599347114563,6645.0,-0.0373442,0.173347,0.00407154,1715.94726026,4300.0
15.4882,23500.0,5.113447189331055,25.28677225112915,0.249618,20,0.907463315207,0.957191,2.74008,5.168781280517578,20715.0,-0.0812719,0.70232,-0.0206136,1680.55794307,17600.0
15.3294,23700.0,5.141326427459717,30.48316740989685,0.0482276,20,0.990164159933,0.952797,2.72977,5.1875998973846436,23125.0,-0.0367896,0.0927913,-0.023978,501.871497497,21700.0
15.1467,23500.0,5.106656312942505,35.636274576187134,0.00847115,20,0.996611707463,0.946968,2.71778,5.150492429733276,23175.0,0.0172647,0.0296943,0.0197354,184.051623193,22700.0
