StdReturn,Entropy,ExplainedVariance,ItrTime,LossAfter,MinReturn,MeanKL,NumTrajs,LossBefore,AverageReturn,TotalExecTime,Time,MaxReturn,MaxKL,AveragePolicyStd,Perplexity
15.612494996,2.57184,0.0181986073936,6.255224943161011,-0.0609216,0.0,0.363607,40,-0.00780969,2.5,6.182021617889404,6.255217552185059,100.0,4.8502,0.876188,13.0899
126.392246598,2.56403,0.0956874895787,4.592396020889282,-0.0143578,0.0,0.0811407,40,0.0240304,55.0,4.538249731063843,10.853013277053833,600.0,4.45349,0.872988,12.988
223.257138744,2.57604,0.0819546646815,4.823660850524902,-0.0169003,0.0,0.0663398,40,0.00491453,162.5,4.779635429382324,15.68399953842163,800.0,14.8348,0.878303,13.145
307.205143186,2.5785,0.100989156739,5.5415849685668945,-0.0314522,0.0,0.0618839,40,-0.00441973,275.0,5.475030422210693,21.231216192245483,1000.0,12.694,0.879411,13.1774
470.079780463,2.57629,0.276608332593,5.8409202098846436,0.00305385,0.0,0.250751,40,0.0223127,805.0,5.785698413848877,27.079777479171753,2000.0,143.014,0.878454,13.1483
829.875743711,2.58745,0.583623653488,4.871581554412842,-0.060563,1000.0,0.112022,40,-0.0192531,2732.5,4.793338298797607,31.955310344696045,4200.0,3.57962,0.88357,13.2958
965.760710528,2.57782,0.710124172585,5.787908315658569,-0.0407428,1700.0,0.059296,40,-0.0165778,3792.5,5.752768516540527,37.74990224838257,6400.0,4.84576,0.8795,13.1684
