MaxKL,Entropy,MeanKL,NumTrajs,Time,TotalExecTime,Perplexity,MaxReturn,ItrTime,LossAfter,LossBefore,AverageReturn,MinReturn,StdReturn,AveragePolicyStd,ExplainedVariance
0.671421,2.72206,0.0447635,20,5.173222303390503,5.107675790786743,15.2117,500.0,5.173223495483398,0.0114158,0.015982,335.0,100.0,85.2936105462,0.947542,0.882258549037
0.247602,2.73804,0.0344115,20,10.030334711074829,4.804937839508057,15.4567,600.0,4.853004455566406,-0.016028,-0.00801049,480.0,400.0,67.8232998313,0.955463,0.932515136534
1.36266,2.73404,0.0980052,20,14.636266946792603,4.576886177062988,15.3949,800.0,4.601706027984619,0.0258313,0.0294772,615.0,500.0,85.2936105462,0.952899,0.934456464116
0.449865,2.74878,0.101043,20,19.223968744277954,4.536090135574341,15.6235,3200.0,4.58318305015564,0.0020933,0.0285175,1515.0,700.0,753.176606116,0.960071,0.562348553208
0.580271,2.76304,0.303017,20,24.147053956985474,4.873849630355835,15.8479,18200.0,4.912337064743042,-0.0603414,0.0162934,13275.0,7200.0,3461.19560268,0.966362,0.546925527276
0.394312,2.77118,0.123487,20,28.825613498687744,4.642839193344116,15.9775,20400.0,4.672010660171509,-0.044567,-0.00540385,19235.0,17500.0,916.665151514,0.970235,0.97701110377
0.133872,2.76848,0.0652827,20,33.59720277786255,4.719660758972168,15.9344,22400.0,4.76654314994812,-0.0147684,0.00167578,21350.0,19300.0,756.637297521,0.969082,0.978276733317
