MinReturn,AverageReturn,TotalExecTime,Time,AveragePolicyStd,NumTrajs,MeanKL,Perplexity,LossAfter,LossBefore,ExplainedVariance,ItrTime,MaxKL,Entropy,StdReturn,MaxReturn
15200.0,18050.0,4.859634876251221,4.913725852966309,0.947542,20,0.445701,15.2117,-0.0712516,0.0023516,0.902659590199,4.913730144500732,1.08698,2.72206,1658.463144,21000.0
18600.0,20655.0,4.9107935428619385,9.910534381866455,0.948892,20,0.00828811,15.2475,-0.0111471,-0.00605293,0.975253326949,4.992935657501221,0.242638,2.72441,769.074118665,21600.0
18000.0,21275.0,4.72487211227417,14.667363166809082,0.9472,20,0.0154765,15.2014,-0.0271678,-0.0165505,0.968722082932,4.754170179367065,0.193758,2.72139,1031.92780755,22300.0
21100.0,21700.0,4.620868921279907,19.322682857513428,0.943114,20,0.0172225,15.0761,-0.0292361,-0.0190001,0.98968366649,4.6492249965667725,0.17667,2.71311,368.781778292,22400.0
20600.0,21855.0,4.7313268184661865,24.082853317260742,0.938858,20,0.00435955,14.9336,-0.00679871,-0.00428015,0.988124459714,4.756380081176758,0.0372979,2.70361,427.170925977,22500.0
20900.0,21880.0,4.664947509765625,28.810959339141846,0.937775,20,0.0139388,14.9016,-0.0280503,-0.0210764,0.990675492431,4.724668025970459,0.200603,2.70147,370.94473982,22400.0
21200.0,21885.0,4.807373523712158,33.671019315719604,0.932619,20,0.0229665,14.7454,-0.0219299,-0.0148146,0.991270036238,4.8551366329193115,0.582206,2.69093,362.31892029,22500.0
