Entropy,NumTrajs,MaxReturn,TotalExecTime,MinReturn,Perplexity,Time,AverageReturn,AveragePolicyStd,StdReturn,MaxKL,ExplainedVariance,LossAfter,MeanKL,LossBefore,ItrTime
2.67957,20,5300.0,12.028371095657349,0.0,14.5788,12.13768219947815,1965.0,0.92455,1772.08210871,4.35678,0.249277426239,-0.0347482,0.477611,0.026579,12.137685775756836
2.70614,20,28300.0,11.527547121047974,0.0,14.9714,23.784801959991455,1415.0,0.936727,6167.84200511,0.599446,0.77418386619,-0.0155994,0.0265359,0.00117811,11.642339706420898
2.70673,20,39800.0,11.999562501907349,0.0,14.9803,35.88919997215271,29615.0,0.937017,12917.556851,0.167257,0.860387051115,-0.0230977,0.0217317,-0.0142809,12.093318462371826
2.69959,20,40500.0,12.036879539489746,29000.0,14.8737,48.0033597946167,35235.0,0.933728,3022.13087076,2.2736,0.862368282516,-0.085178,0.535778,-0.0179395,12.108824253082275
2.69062,20,26100.0,11.772867918014526,0.0,14.7409,59.88609194755554,14820.0,0.929588,10256.1006235,0.959056,0.726484222537,-0.0507249,0.194623,0.000149104,11.876969575881958
2.6907,20,40900.0,11.866090059280396,34700.0,14.742,71.82073307037354,38105.0,0.929701,1713.61460078,0.449325,0.932367537505,-0.0379708,0.133606,-0.0108872,11.925880193710327
2.68525,20,42600.0,11.939426898956299,31400.0,14.6619,83.80927300453186,37240.0,0.927359,2767.92340934,1.69927,0.861465376089,-0.0344505,0.22785,-0.003398,11.983784914016724
