MaxKL,ExplainedVariance,LossAfter,StdReturn,MaxReturn,MeanKL,Time,MinReturn,AverageReturn,ItrTime,Perplexity,NumTrajs,TotalExecTime,LossBefore,AveragePolicyStd,Entropy
0.414859,0.0782019882263,-0.0585008,1287.19656619,4000.0,0.168825,8.469268798828125,0.0,1025.0,8.469272136688232,14.7277,20,8.362025260925293,-0.0169819,0.929406,2.68973
0.0177624,0.721031451801,-0.0366159,2746.47046225,20000.0,0.00942848,15.835899829864502,9700.0,14670.0,7.363984107971191,14.4797,20,7.26241135597229,-0.0310767,0.921424,2.67275
0.0968621,0.721512253973,-0.0324539,2743.95244128,17900.0,0.0422894,22.115021467208862,9600.0,14365.0,6.276749134063721,14.2565,20,6.230298280715942,-0.0160549,0.914153,2.65721
0.133989,0.718581099048,-0.0475645,2114.97044897,17200.0,0.0760763,28.432886362075806,7600.0,13530.0,6.290431976318359,14.1425,20,6.222886562347412,-0.0222867,0.910564,2.64918
0.208794,0.714852419004,-0.0473889,2472.7060076,17600.0,0.119227,36.802661657333374,9100.0,13465.0,8.352618217468262,13.9857,20,8.30929183959961,-0.00552595,0.905449,2.63804
0.366378,0.514901955505,-0.0860367,3342.06522976,14700.0,0.192304,43.76151204109192,4100.0,9840.0,6.95482325553894,13.9472,20,6.931159973144531,-0.0232767,0.904277,2.63528
0.211782,0.525398170447,-0.0499652,2649.54713112,15100.0,0.125491,50.28583836555481,3600.0,9630.0,6.521179437637329,13.7858,20,6.475495338439941,-0.00578265,0.898899,2.62364
