MaxKL,ItrTime,ExplainedVariance,MaxReturn,MinReturn,AveragePolicyStd,TotalExecTime,Entropy,LossBefore,LossAfter,MeanKL,StdReturn,AverageReturn,NumTrajs,Time,Perplexity
2.18636,10.097149848937988,0.447803990474,18100.0,6100.0,0.917354,10.037140369415283,2.64941,-0.00299358,-0.0973393,0.651341,3644.43411245,12490.0,20,10.09714388847351,14.1457
0.513066,11.20938754081726,0.945310534341,20400.0,15900.0,0.915925,11.087853193283081,2.64642,-0.0110472,-0.0448793,0.140027,1175.20211028,18870.0,20,21.31931161880493,14.1035
0.309311,11.076633930206299,0.985871341619,21400.0,19700.0,0.91341,11.023936986923218,2.6409,0.00142524,-0.0185042,0.0626247,542.102388853,20825.0,20,32.402148485183716,14.0258
0.138652,11.027058601379395,0.990775427171,22000.0,20400.0,0.913327,10.915701150894165,2.64161,-0.00950103,-0.0153272,0.0146309,305.736814924,21245.0,20,43.44052982330322,14.0358
0.21286,11.034528493881226,0.966988821387,21800.0,18300.0,0.911516,10.908905506134033,2.63686,-0.0218425,-0.0468663,0.086741,885.776495511,20820.0,20,54.48542904853821,13.9693
0.112416,11.18828010559082,0.988720560672,21900.0,20400.0,0.906526,11.112999200820923,2.62594,-0.0313919,-0.0414699,0.0196148,431.393092202,21230.0,20,65.67901229858398,13.8175
0.188047,11.31863260269165,0.988673079931,21800.0,20200.0,0.899539,11.223955869674683,2.61024,-0.00959506,-0.0171503,0.0151297,428.252262107,21340.0,20,77.00792455673218,13.6023
