Perplexity,Entropy,MaxReturn,AverageReturn,AveragePolicyStd,StdReturn,LossAfter,MeanKL,NumTrajs,MaxKL,ItrTime,TotalExecTime,ExplainedVariance,Time,MinReturn,LossBefore
15.2117,2.72206,400.0,195.0,0.947542,135.922772191,0.00299736,0.0521607,20,0.583967,5.737630367279053,5.662835359573364,0.611720996142,5.73762583732605,0.0,0.0217379
15.5459,2.7438,400.0,295.0,0.95765,80.4673846972,-0.0116929,0.0326239,20,0.599991,5.55919623374939,5.517445802688599,0.873910006604,11.301114559173584,0.0,-0.0041365
15.5138,2.74173,400.0,355.0,0.956772,49.7493718553,-0.00804063,0.0232851,20,0.165544,5.69304633140564,5.649271488189697,0.931429840018,16.999191999435425,300.0,0.00486588
15.5516,2.74416,400.0,375.0,0.95796,43.3012701892,-0.0241118,0.0079839,20,0.230228,5.363929986953735,5.293044328689575,0.937291856361,22.38677668571472,300.0,-0.0160636
15.4272,2.73613,500.0,420.0,0.954607,67.8232998313,-0.00237278,0.0501772,20,0.419919,5.332897186279297,5.2757768630981445,0.919546249593,27.72481369972229,300.0,0.020705
15.5877,2.74648,500.0,440.0,0.959495,48.9897948557,-0.000136435,0.00531726,20,0.0299908,5.386818885803223,5.342584609985352,0.938606922296,33.12200212478638,400.0,0.00305474
15.6116,2.74801,500.0,390.0,0.960529,76.8114574787,-0.0254454,0.0192986,20,0.158175,5.331644296646118,5.3021814823150635,0.910890612182,38.45874357223511,100.0,-0.0165583
