Perplexity,NumTrajs,LossBefore,MinReturn,Entropy,AverageReturn,StdReturn,ItrTime,Time,ExplainedVariance,AveragePolicyStd,LossAfter,MaxKL,MaxReturn,MeanKL,TotalExecTime
15.4937,20,0.00464518,0.0,2.74043,2945.0,1740.53870971,5.844238996505737,5.8442347049713135,0.210049765832,0.95435,-0.0385031,1.246,5800.0,0.370154,5.777754306793213
15.5658,20,-0.00550692,12700.0,2.74508,17015.0,2390.0366106,5.600840091705322,11.449748039245605,0.786026437247,0.956246,-0.0278358,0.164697,20700.0,0.0603797,5.5358874797821045
15.523,20,-0.0122372,13400.0,2.74232,17370.0,1924.08419774,5.743535757064819,17.20028281211853,0.858509415211,0.954777,-0.0181515,0.118861,20600.0,0.0177282,5.6737754344940186
15.4283,20,-0.00405839,16200.0,2.73621,19135.0,1057.95793867,6.048260450363159,23.255390405654907,0.940762467645,0.952148,-0.0120617,0.0982082,20500.0,0.0268245,5.998670816421509
15.3971,20,-0.0277279,15600.0,2.73418,19085.0,1620.88710279,5.581232309341431,28.84511089324951,0.916061450758,0.951067,-0.0325358,0.0217647,21200.0,0.00413557,5.528375625610352
15.1851,20,-0.0181244,16100.0,2.72031,18525.0,1562.6499928,5.723231077194214,34.57312345504761,0.9156824716,0.94466,-0.0283064,0.164935,20700.0,0.0172492,5.678901433944702
15.0481,20,-0.0164562,17600.0,2.71125,19525.0,1113.94568988,5.868093729019165,40.44488477706909,0.947646365438,0.94077,-0.028825,0.151866,21200.0,0.0357177,5.827556848526001
