MinReturn,AverageReturn,Perplexity,NumTrajs,AveragePolicyStd,MeanKL,LossBefore,Entropy,TotalExecTime,MaxKL,LossAfter,Time,MaxReturn,ExplainedVariance,ItrTime,StdReturn
600.0,1315.0,13.0471,20,0.87453,0.264299,-0.00750746,2.56857,12.227922916412354,1.22695,-0.0322018,12.31490445137024,2400.0,0.502235498127,12.314910411834717,547.973539507
14100.0,18145.0,12.9496,20,0.871028,0.16413,-0.0166309,2.56106,11.931371927261353,0.358992,-0.0511824,24.35775852203369,21900.0,0.884911600455,12.034951448440552,1723.79668175
20100.0,21455.0,12.8423,20,0.867348,0.0103715,-0.0236816,2.55275,10.875943660736084,0.0888892,-0.0293038,35.28585720062256,22000.0,0.987354300271,10.923271656036377,529.598904833
20300.0,21530.0,12.6912,20,0.862244,0.0134933,-0.00543874,2.54091,11.256324052810669,0.0766543,-0.0127909,46.747620582580566,22200.0,0.988573937407,11.450685024261475,493.051721425
21100.0,21745.0,12.6567,20,0.861005,0.00839824,-0.00697184,2.53819,11.679080486297607,0.0317412,-0.0121745,58.488182067871094,22100.0,0.993264711328,11.73441767692566,276.54113618
21200.0,21765.0,12.6127,20,0.859504,0.0128434,-0.0330233,2.5347,12.096790313720703,0.101097,-0.0407599,70.74276185035706,22400.0,0.993002561614,12.23893427848816,281.558164506
20500.0,21705.0,12.4061,20,0.852455,0.0237172,-0.0210044,2.51819,12.34336256980896,0.190678,-0.0286134,83.18007063865662,22200.0,0.990401476441,12.433032035827637,405.555175038
