AveragePolicyStd,MaxKL,NumTrajs,AverageReturn,TotalExecTime,MinReturn,LossAfter,LossBefore,Entropy,Perplexity,Time,StdReturn,ItrTime,MaxReturn,MeanKL,ExplainedVariance
0.58088,7.27723,40,3195.0,7.107845783233643,300.0,-0.24844,-0.0127794,1.73658,5.67789,7.192188024520874,1084.88478651,7.192192792892456,5200.0,2.85672,0.616158306221
0.57711,1.5221,40,4007.5,6.320790529251099,1900.0,-0.127889,0.00530677,1.7238,5.60579,13.572883605957031,720.55100444,6.377754211425781,5300.0,0.739228,0.747969852877
0.578224,0.349551,40,7470.0,6.565812110900879,5800.0,-0.0482494,-0.0246305,1.72645,5.62068,20.17261576652527,429.651021179,6.595203876495361,8100.0,0.0653174,0.98210439076
0.574066,0.215103,40,7797.5,5.893553256988525,6700.0,-0.0728381,-0.0547073,1.71414,5.55189,26.12549328804016,306.991449392,5.9474968910217285,8300.0,0.0666896,0.990606968995
0.565883,0.26276,40,7665.0,5.772945165634155,5600.0,-0.0402135,-0.0181637,1.68678,5.40208,32.0001540184021,423.408785927,5.87079381942749,8200.0,0.0623371,0.98444460572
0.563097,1.08894,40,7885.0,5.836983919143677,7200.0,-0.0968408,-0.0333599,1.6777,5.35324,37.94554901123047,254.509331852,5.941240549087524,8300.0,0.270001,0.99326560566
0.558391,0.0681766,40,7997.5,6.057884931564331,7600.0,-0.0454472,-0.0399172,1.66102,5.26469,44.03346395492554,218.503432467,6.083704948425293,8400.0,0.00967424,0.99531868369
