AverageReturn,MinReturn,MaxReturn,NumTrajs,Entropy,LossBefore,TotalExecTime,MeanKL,Perplexity,AveragePolicyStd,LossAfter,MaxKL,StdReturn,ItrTime,Time,ExplainedVariance
13965.0,0.0,30400.0,20,2.67957,-0.00589974,12.115436792373657,0.955212,14.5788,0.92455,-0.138157,7.27075,12810.5532667,12.199126482009888,12.199120998382568,0.830690289157
5485.0,2600.0,10700.0,20,2.67367,0.00206828,11.964134454727173,1.90278,14.493,0.92175,-0.15256,6.87138,2423.89665621,12.052666902542114,24.26047682762146,0.484885865625
40575.0,37800.0,42400.0,20,2.6747,-0.0106846,11.334986448287964,0.140017,14.508,0.922152,-0.0299169,0.893891,1147.1159488,11.436783075332642,35.70788502693176,0.96756339024
42040.0,40800.0,43300.0,20,2.66936,-0.00569978,10.60279107093811,0.0739284,14.4307,0.9197,-0.0218292,0.546921,696.706537934,10.673218488693237,46.38564491271973,0.982757224582
41105.0,39100.0,42800.0,20,2.66651,-0.00248045,10.713902473449707,0.12357,14.3896,0.918379,-0.0196611,0.768379,881.178188563,10.759581804275513,57.16938400268555,0.971241596208
41180.0,38500.0,42700.0,20,2.66527,-0.0234956,10.779663324356079,0.234101,14.3718,0.918014,-0.0485465,2.71319,1232.31489482,10.890537738800049,68.06926441192627,0.959262948205
41540.0,38900.0,42900.0,20,2.65352,-0.0149728,10.65350341796875,0.135653,14.2039,0.912692,-0.0279078,2.37887,906.8627239,10.691195726394653,78.7663803100586,0.971297577222
